timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/09 21:57:33.592, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 11135 MiB, 8.52 W, 350.00 W, 27
2023/03/09 21:57:34.596, NVIDIA GeForce RTX 3090, 2 %, 0 %, 24268 MiB, 11135 MiB, 44.58 W, 350.00 W, 30
2023/03/09 21:57:35.598, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 11135 MiB, 104.96 W, 350.00 W, 31
2023/03/09 21:57:36.600, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 11135 MiB, 105.04 W, 350.00 W, 31
2023/03/09 21:57:37.602, NVIDIA GeForce RTX 3090, 68 %, 52 %, 24268 MiB, 11135 MiB, 145.17 W, 350.00 W, 35
2023/03/09 21:57:38.603, NVIDIA GeForce RTX 3090, 72 %, 57 %, 24268 MiB, 11135 MiB, 329.36 W, 350.00 W, 39
2023/03/09 21:57:39.605, NVIDIA GeForce RTX 3090, 70 %, 56 %, 24268 MiB, 11135 MiB, 330.36 W, 350.00 W, 39
2023/03/09 21:57:40.607, NVIDIA GeForce RTX 3090, 69 %, 55 %, 24268 MiB, 11135 MiB, 329.77 W, 350.00 W, 40
2023/03/09 21:57:41.609, NVIDIA GeForce RTX 3090, 71 %, 56 %, 24268 MiB, 11135 MiB, 329.53 W, 350.00 W, 41
2023/03/09 21:57:42.612, NVIDIA GeForce RTX 3090, 68 %, 54 %, 24268 MiB, 11135 MiB, 332.59 W, 350.00 W, 42
2023/03/09 21:57:43.614, NVIDIA GeForce RTX 3090, 72 %, 56 %, 24268 MiB, 11135 MiB, 332.62 W, 350.00 W, 42
2023/03/09 21:57:44.616, NVIDIA GeForce RTX 3090, 72 %, 57 %, 24268 MiB, 11135 MiB, 327.82 W, 350.00 W, 43
2023/03/09 21:57:45.618, NVIDIA GeForce RTX 3090, 72 %, 56 %, 24268 MiB, 11135 MiB, 333.14 W, 350.00 W, 44
2023/03/09 21:57:46.620, NVIDIA GeForce RTX 3090, 65 %, 51 %, 24268 MiB, 11135 MiB, 329.95 W, 350.00 W, 44
2023/03/09 21:57:47.625, NVIDIA GeForce RTX 3090, 71 %, 55 %, 24268 MiB, 11135 MiB, 332.04 W, 350.00 W, 45
2023/03/09 21:57:48.627, NVIDIA GeForce RTX 3090, 68 %, 54 %, 24268 MiB, 11135 MiB, 331.30 W, 350.00 W, 46
