timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/10 00:35:06.113, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 11135 MiB, 8.44 W, 350.00 W, 27
2023/03/10 00:35:07.116, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 11135 MiB, 39.31 W, 350.00 W, 30
2023/03/10 00:35:08.117, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 11135 MiB, 104.71 W, 350.00 W, 31
2023/03/10 00:35:09.118, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 11135 MiB, 104.84 W, 350.00 W, 31
2023/03/10 00:35:10.122, NVIDIA GeForce RTX 3090, 73 %, 56 %, 24268 MiB, 11135 MiB, 176.25 W, 350.00 W, 37
2023/03/10 00:35:11.124, NVIDIA GeForce RTX 3090, 75 %, 59 %, 24268 MiB, 11135 MiB, 326.50 W, 350.00 W, 38
2023/03/10 00:35:12.125, NVIDIA GeForce RTX 3090, 68 %, 54 %, 24268 MiB, 11135 MiB, 330.83 W, 350.00 W, 40
2023/03/10 00:35:13.126, NVIDIA GeForce RTX 3090, 70 %, 55 %, 24268 MiB, 11135 MiB, 330.79 W, 350.00 W, 41
2023/03/10 00:35:14.128, NVIDIA GeForce RTX 3090, 72 %, 57 %, 24268 MiB, 11135 MiB, 332.57 W, 350.00 W, 41
2023/03/10 00:35:15.129, NVIDIA GeForce RTX 3090, 70 %, 55 %, 24268 MiB, 11135 MiB, 330.55 W, 350.00 W, 42
2023/03/10 00:35:16.130, NVIDIA GeForce RTX 3090, 69 %, 54 %, 24268 MiB, 11135 MiB, 329.79 W, 350.00 W, 42
2023/03/10 00:35:17.132, NVIDIA GeForce RTX 3090, 73 %, 57 %, 24268 MiB, 11135 MiB, 332.75 W, 350.00 W, 43
2023/03/10 00:35:18.133, NVIDIA GeForce RTX 3090, 66 %, 52 %, 24268 MiB, 11135 MiB, 329.51 W, 350.00 W, 44
2023/03/10 00:35:19.134, NVIDIA GeForce RTX 3090, 72 %, 57 %, 24268 MiB, 11135 MiB, 334.09 W, 350.00 W, 45
2023/03/10 00:35:20.136, NVIDIA GeForce RTX 3090, 73 %, 57 %, 24268 MiB, 11135 MiB, 331.64 W, 350.00 W, 45
2023/03/10 00:35:21.137, NVIDIA GeForce RTX 3090, 69 %, 54 %, 24268 MiB, 11135 MiB, 328.85 W, 350.00 W, 46
2023/03/10 00:35:22.139, NVIDIA GeForce RTX 3090, 27 %, 21 %, 24268 MiB, 11135 MiB, 269.18 W, 350.00 W, 46
2023/03/10 00:35:23.140, NVIDIA GeForce RTX 3090, 86 %, 68 %, 24268 MiB, 11135 MiB, 345.04 W, 350.00 W, 47
2023/03/10 00:35:24.142, NVIDIA GeForce RTX 3090, 86 %, 67 %, 24268 MiB, 11135 MiB, 344.10 W, 350.00 W, 48
2023/03/10 00:35:25.143, NVIDIA GeForce RTX 3090, 87 %, 68 %, 24268 MiB, 11135 MiB, 345.02 W, 350.00 W, 49
2023/03/10 00:35:26.145, NVIDIA GeForce RTX 3090, 77 %, 60 %, 24268 MiB, 11135 MiB, 340.31 W, 350.00 W, 46
2023/03/10 00:35:27.146, NVIDIA GeForce RTX 3090, 69 %, 54 %, 24268 MiB, 11135 MiB, 320.20 W, 350.00 W, 49
2023/03/10 00:35:28.148, NVIDIA GeForce RTX 3090, 73 %, 57 %, 24268 MiB, 11135 MiB, 331.57 W, 350.00 W, 50
2023/03/10 00:35:29.150, NVIDIA GeForce RTX 3090, 70 %, 55 %, 24268 MiB, 11135 MiB, 330.10 W, 350.00 W, 50
2023/03/10 00:35:30.152, NVIDIA GeForce RTX 3090, 73 %, 57 %, 24268 MiB, 11135 MiB, 327.05 W, 350.00 W, 51
2023/03/10 00:35:31.153, NVIDIA GeForce RTX 3090, 73 %, 57 %, 24268 MiB, 11135 MiB, 327.96 W, 350.00 W, 51
2023/03/10 00:35:32.155, NVIDIA GeForce RTX 3090, 73 %, 57 %, 24268 MiB, 11135 MiB, 332.69 W, 350.00 W, 52
2023/03/10 00:35:33.157, NVIDIA GeForce RTX 3090, 73 %, 58 %, 24268 MiB, 11135 MiB, 332.67 W, 350.00 W, 53
2023/03/10 00:35:34.158, NVIDIA GeForce RTX 3090, 71 %, 56 %, 24268 MiB, 11135 MiB, 333.59 W, 350.00 W, 53
2023/03/10 00:35:35.160, NVIDIA GeForce RTX 3090, 71 %, 56 %, 24268 MiB, 11135 MiB, 331.20 W, 350.00 W, 53
2023/03/10 00:35:36.162, NVIDIA GeForce RTX 3090, 73 %, 58 %, 24268 MiB, 11135 MiB, 333.68 W, 350.00 W, 54
2023/03/10 00:35:37.163, NVIDIA GeForce RTX 3090, 66 %, 52 %, 24268 MiB, 11135 MiB, 330.27 W, 350.00 W, 53
2023/03/10 00:35:38.165, NVIDIA GeForce RTX 3090, 83 %, 65 %, 24268 MiB, 11135 MiB, 334.93 W, 350.00 W, 55
2023/03/10 00:35:39.167, NVIDIA GeForce RTX 3090, 86 %, 67 %, 24268 MiB, 11135 MiB, 346.18 W, 350.00 W, 55
2023/03/10 00:35:40.168, NVIDIA GeForce RTX 3090, 86 %, 67 %, 24268 MiB, 11135 MiB, 346.01 W, 350.00 W, 55
2023/03/10 00:35:41.170, NVIDIA GeForce RTX 3090, 86 %, 67 %, 24268 MiB, 11135 MiB, 346.81 W, 350.00 W, 56
2023/03/10 00:35:42.172, NVIDIA GeForce RTX 3090, 87 %, 68 %, 24268 MiB, 11135 MiB, 339.66 W, 350.00 W, 54
2023/03/10 00:35:43.173, NVIDIA GeForce RTX 3090, 66 %, 52 %, 24268 MiB, 11135 MiB, 319.16 W, 350.00 W, 56
2023/03/10 00:35:44.175, NVIDIA GeForce RTX 3090, 69 %, 55 %, 24268 MiB, 11135 MiB, 329.44 W, 350.00 W, 56
2023/03/10 00:35:45.177, NVIDIA GeForce RTX 3090, 73 %, 58 %, 24268 MiB, 11135 MiB, 327.49 W, 350.00 W, 57
2023/03/10 00:35:46.179, NVIDIA GeForce RTX 3090, 74 %, 58 %, 24268 MiB, 11135 MiB, 333.33 W, 350.00 W, 57
2023/03/10 00:35:47.181, NVIDIA GeForce RTX 3090, 64 %, 51 %, 24268 MiB, 11135 MiB, 328.56 W, 350.00 W, 57
2023/03/10 00:35:48.183, NVIDIA GeForce RTX 3090, 67 %, 52 %, 24268 MiB, 11135 MiB, 330.27 W, 350.00 W, 58
2023/03/10 00:35:49.185, NVIDIA GeForce RTX 3090, 72 %, 56 %, 24268 MiB, 11135 MiB, 329.25 W, 350.00 W, 58
2023/03/10 00:35:50.186, NVIDIA GeForce RTX 3090, 71 %, 55 %, 24268 MiB, 11135 MiB, 330.25 W, 350.00 W, 58
2023/03/10 00:35:51.188, NVIDIA GeForce RTX 3090, 74 %, 57 %, 24268 MiB, 11135 MiB, 331.97 W, 350.00 W, 58
2023/03/10 00:35:52.190, NVIDIA GeForce RTX 3090, 69 %, 54 %, 24268 MiB, 11135 MiB, 327.72 W, 350.00 W, 59
2023/03/10 00:35:53.192, NVIDIA GeForce RTX 3090, 71 %, 55 %, 24268 MiB, 11135 MiB, 327.41 W, 350.00 W, 58
2023/03/10 00:35:54.194, NVIDIA GeForce RTX 3090, 68 %, 53 %, 24268 MiB, 11135 MiB, 332.30 W, 350.00 W, 59
2023/03/10 00:35:55.196, NVIDIA GeForce RTX 3090, 87 %, 68 %, 24268 MiB, 11135 MiB, 343.26 W, 350.00 W, 59
2023/03/10 00:35:56.197, NVIDIA GeForce RTX 3090, 87 %, 67 %, 24268 MiB, 11135 MiB, 342.55 W, 350.00 W, 59
2023/03/10 00:35:57.199, NVIDIA GeForce RTX 3090, 86 %, 66 %, 24268 MiB, 11135 MiB, 343.06 W, 350.00 W, 60
2023/03/10 00:35:58.201, NVIDIA GeForce RTX 3090, 86 %, 66 %, 24268 MiB, 11135 MiB, 343.18 W, 350.00 W, 60
2023/03/10 00:35:59.203, NVIDIA GeForce RTX 3090, 64 %, 50 %, 24268 MiB, 11135 MiB, 317.29 W, 350.00 W, 60
2023/03/10 00:36:00.205, NVIDIA GeForce RTX 3090, 69 %, 54 %, 24268 MiB, 11135 MiB, 330.95 W, 350.00 W, 60
2023/03/10 00:36:01.207, NVIDIA GeForce RTX 3090, 73 %, 57 %, 24268 MiB, 11135 MiB, 328.49 W, 350.00 W, 60
2023/03/10 00:36:02.211, NVIDIA GeForce RTX 3090, 68 %, 53 %, 24268 MiB, 11135 MiB, 328.29 W, 350.00 W, 60
2023/03/10 00:36:03.213, NVIDIA GeForce RTX 3090, 69 %, 54 %, 24268 MiB, 11135 MiB, 331.36 W, 350.00 W, 60
