timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/02/28 16:15:31.368, NVIDIA GeForce RTX 3070, 0 %, 63 %, 8192 MiB, 7480 MiB, 21.25 W, 240.00 W, 40
2023/02/28 16:15:32.373, NVIDIA GeForce RTX 3070, 0 %, 36 %, 8192 MiB, 7480 MiB, 21.51 W, 240.00 W, 40
2023/02/28 16:15:33.377, NVIDIA GeForce RTX 3070, 0 %, 62 %, 8192 MiB, 7480 MiB, 21.82 W, 240.00 W, 40
2023/02/28 16:15:34.381, NVIDIA GeForce RTX 3070, 0 %, 47 %, 8192 MiB, 7480 MiB, 21.37 W, 240.00 W, 40
2023/02/28 16:15:35.386, NVIDIA GeForce RTX 3070, 2 %, 0 %, 8192 MiB, 7480 MiB, 37.38 W, 240.00 W, 42
2023/02/28 16:15:36.388, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7480 MiB, 54.19 W, 240.00 W, 42
2023/02/28 16:15:37.390, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7480 MiB, 54.17 W, 240.00 W, 42
2023/02/28 16:15:38.392, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7480 MiB, 54.24 W, 240.00 W, 43
2023/02/28 16:15:39.394, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7480 MiB, 54.21 W, 240.00 W, 43
2023/02/28 16:15:40.395, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7480 MiB, 54.24 W, 240.00 W, 43
2023/02/28 16:15:41.397, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7480 MiB, 54.19 W, 240.00 W, 43
2023/02/28 16:15:42.399, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 144.76 W, 240.00 W, 52
2023/02/28 16:15:43.401, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 166.02 W, 240.00 W, 53
2023/02/28 16:15:44.403, NVIDIA GeForce RTX 3070, 82 %, 51 %, 8192 MiB, 7480 MiB, 167.51 W, 240.00 W, 54
2023/02/28 16:15:45.405, NVIDIA GeForce RTX 3070, 81 %, 51 %, 8192 MiB, 7480 MiB, 167.89 W, 240.00 W, 54
2023/02/28 16:15:46.408, NVIDIA GeForce RTX 3070, 82 %, 52 %, 8192 MiB, 7480 MiB, 168.42 W, 240.00 W, 54
2023/02/28 16:15:47.410, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 166.50 W, 240.00 W, 55
2023/02/28 16:15:48.412, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 166.92 W, 240.00 W, 55
2023/02/28 16:15:49.414, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 166.35 W, 240.00 W, 55
2023/02/28 16:15:50.416, NVIDIA GeForce RTX 3070, 82 %, 52 %, 8192 MiB, 7480 MiB, 167.89 W, 240.00 W, 56
2023/02/28 16:15:51.418, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 170.00 W, 240.00 W, 56
2023/02/28 16:15:52.420, NVIDIA GeForce RTX 3070, 83 %, 53 %, 8192 MiB, 7480 MiB, 169.95 W, 240.00 W, 56
2023/02/28 16:15:53.422, NVIDIA GeForce RTX 3070, 81 %, 51 %, 8192 MiB, 7480 MiB, 170.20 W, 240.00 W, 56
2023/02/28 16:15:54.425, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 169.66 W, 240.00 W, 57
2023/02/28 16:15:55.427, NVIDIA GeForce RTX 3070, 82 %, 53 %, 8192 MiB, 7480 MiB, 170.77 W, 240.00 W, 57
2023/02/28 16:15:56.428, NVIDIA GeForce RTX 3070, 82 %, 52 %, 8192 MiB, 7480 MiB, 171.16 W, 240.00 W, 57
2023/02/28 16:15:57.429, NVIDIA GeForce RTX 3070, 93 %, 62 %, 8192 MiB, 7480 MiB, 134.66 W, 240.00 W, 57
2023/02/28 16:15:58.429, NVIDIA GeForce RTX 3070, 92 %, 61 %, 8192 MiB, 7480 MiB, 191.90 W, 240.00 W, 58
2023/02/28 16:15:59.430, NVIDIA GeForce RTX 3070, 92 %, 62 %, 8192 MiB, 7480 MiB, 191.87 W, 240.00 W, 59
2023/02/28 16:16:00.431, NVIDIA GeForce RTX 3070, 93 %, 62 %, 8192 MiB, 7480 MiB, 192.84 W, 240.00 W, 59
2023/02/28 16:16:01.431, NVIDIA GeForce RTX 3070, 92 %, 62 %, 8192 MiB, 7480 MiB, 193.08 W, 240.00 W, 59
2023/02/28 16:16:02.432, NVIDIA GeForce RTX 3070, 92 %, 62 %, 8192 MiB, 7480 MiB, 192.71 W, 240.00 W, 55
2023/02/28 16:16:03.433, NVIDIA GeForce RTX 3070, 81 %, 52 %, 8192 MiB, 7480 MiB, 162.12 W, 240.00 W, 58
2023/02/28 16:16:04.434, NVIDIA GeForce RTX 3070, 81 %, 52 %, 8192 MiB, 7480 MiB, 169.32 W, 240.00 W, 58
2023/02/28 16:16:05.435, NVIDIA GeForce RTX 3070, 82 %, 52 %, 8192 MiB, 7480 MiB, 169.93 W, 240.00 W, 58
2023/02/28 16:16:06.436, NVIDIA GeForce RTX 3070, 81 %, 51 %, 8192 MiB, 7480 MiB, 170.23 W, 240.00 W, 58
2023/02/28 16:16:07.437, NVIDIA GeForce RTX 3070, 82 %, 52 %, 8192 MiB, 7480 MiB, 169.25 W, 240.00 W, 58
2023/02/28 16:16:08.438, NVIDIA GeForce RTX 3070, 80 %, 51 %, 8192 MiB, 7480 MiB, 168.74 W, 240.00 W, 58
2023/02/28 16:16:09.439, NVIDIA GeForce RTX 3070, 82 %, 52 %, 8192 MiB, 7480 MiB, 168.79 W, 240.00 W, 58
2023/02/28 16:16:10.440, NVIDIA GeForce RTX 3070, 78 %, 50 %, 8192 MiB, 7480 MiB, 169.23 W, 240.00 W, 58
2023/02/28 16:16:11.441, NVIDIA GeForce RTX 3070, 78 %, 50 %, 8192 MiB, 7480 MiB, 168.79 W, 240.00 W, 58
2023/02/28 16:16:12.442, NVIDIA GeForce RTX 3070, 81 %, 51 %, 8192 MiB, 7480 MiB, 169.50 W, 240.00 W, 59
2023/02/28 16:16:13.443, NVIDIA GeForce RTX 3070, 81 %, 52 %, 8192 MiB, 7480 MiB, 169.48 W, 240.00 W, 59
