timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/02/21 08:02:56.427, NVIDIA GeForce RTX 3070, 0 %, 54 %, 8192 MiB, 7274 MiB, 23.20 W, 240.00 W, 42
2023/02/21 08:02:57.453, NVIDIA GeForce RTX 3070, 0 %, 23 %, 8192 MiB, 7274 MiB, 23.94 W, 240.00 W, 42
2023/02/21 08:02:58.455, NVIDIA GeForce RTX 3070, 1 %, 24 %, 8192 MiB, 7274 MiB, 24.01 W, 240.00 W, 42
2023/02/21 08:02:59.456, NVIDIA GeForce RTX 3070, 0 %, 22 %, 8192 MiB, 7274 MiB, 23.96 W, 240.00 W, 42
2023/02/21 08:03:00.458, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 50.93 W, 240.00 W, 44
2023/02/21 08:03:01.459, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 55.79 W, 240.00 W, 44
2023/02/21 08:03:02.460, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 55.78 W, 240.00 W, 44
2023/02/21 08:03:03.461, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 55.59 W, 240.00 W, 44
2023/02/21 08:03:04.461, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 55.58 W, 240.00 W, 44
2023/02/21 08:03:05.462, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 55.78 W, 240.00 W, 44
2023/02/21 08:03:06.463, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 55.76 W, 240.00 W, 45
2023/02/21 08:03:07.464, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7274 MiB, 55.69 W, 240.00 W, 45
2023/02/21 08:03:08.465, NVIDIA GeForce RTX 3070, 19 %, 12 %, 8192 MiB, 7274 MiB, 60.81 W, 240.00 W, 47
2023/02/21 08:03:09.466, NVIDIA GeForce RTX 3070, 50 %, 33 %, 8192 MiB, 7274 MiB, 109.05 W, 240.00 W, 50
2023/02/21 08:03:10.467, NVIDIA GeForce RTX 3070, 53 %, 35 %, 8192 MiB, 7274 MiB, 114.54 W, 240.00 W, 50
2023/02/21 08:03:11.468, NVIDIA GeForce RTX 3070, 51 %, 34 %, 8192 MiB, 7274 MiB, 113.88 W, 240.00 W, 51
2023/02/21 08:03:12.469, NVIDIA GeForce RTX 3070, 51 %, 34 %, 8192 MiB, 7274 MiB, 113.43 W, 240.00 W, 51
2023/02/21 08:03:13.471, NVIDIA GeForce RTX 3070, 51 %, 33 %, 8192 MiB, 7274 MiB, 114.17 W, 240.00 W, 51
2023/02/21 08:03:14.472, NVIDIA GeForce RTX 3070, 6 %, 4 %, 8192 MiB, 7274 MiB, 99.83 W, 240.00 W, 52
2023/02/21 08:03:15.473, NVIDIA GeForce RTX 3070, 73 %, 54 %, 8192 MiB, 7274 MiB, 147.37 W, 240.00 W, 54
2023/02/21 08:03:16.475, NVIDIA GeForce RTX 3070, 48 %, 32 %, 8192 MiB, 7274 MiB, 121.38 W, 240.00 W, 52
2023/02/21 08:03:17.476, NVIDIA GeForce RTX 3070, 51 %, 33 %, 8192 MiB, 7274 MiB, 114.34 W, 240.00 W, 52
2023/02/21 08:03:18.477, NVIDIA GeForce RTX 3070, 51 %, 33 %, 8192 MiB, 7274 MiB, 115.25 W, 240.00 W, 52
2023/02/21 08:03:19.478, NVIDIA GeForce RTX 3070, 49 %, 33 %, 8192 MiB, 7274 MiB, 114.77 W, 240.00 W, 53
2023/02/21 08:03:20.479, NVIDIA GeForce RTX 3070, 50 %, 33 %, 8192 MiB, 7274 MiB, 115.88 W, 240.00 W, 52
2023/02/21 08:03:21.481, NVIDIA GeForce RTX 3070, 49 %, 32 %, 8192 MiB, 7274 MiB, 114.99 W, 240.00 W, 52
2023/02/21 08:03:22.482, NVIDIA GeForce RTX 3070, 76 %, 56 %, 8192 MiB, 7274 MiB, 140.57 W, 240.00 W, 55
2023/02/21 08:03:23.483, NVIDIA GeForce RTX 3070, 52 %, 34 %, 8192 MiB, 7274 MiB, 129.82 W, 240.00 W, 53
2023/02/21 08:03:24.484, NVIDIA GeForce RTX 3070, 51 %, 33 %, 8192 MiB, 7274 MiB, 114.76 W, 240.00 W, 53
2023/02/21 08:03:25.485, NVIDIA GeForce RTX 3070, 52 %, 34 %, 8192 MiB, 7274 MiB, 115.25 W, 240.00 W, 53
2023/02/21 08:03:26.487, NVIDIA GeForce RTX 3070, 51 %, 34 %, 8192 MiB, 7274 MiB, 114.54 W, 240.00 W, 53
2023/02/21 08:03:27.488, NVIDIA GeForce RTX 3070, 47 %, 31 %, 8192 MiB, 7274 MiB, 113.66 W, 240.00 W, 53
2023/02/21 08:03:28.490, NVIDIA GeForce RTX 3070, 50 %, 32 %, 8192 MiB, 7274 MiB, 114.42 W, 240.00 W, 53
2023/02/21 08:03:29.491, NVIDIA GeForce RTX 3070, 76 %, 56 %, 8192 MiB, 7274 MiB, 133.11 W, 240.00 W, 55
2023/02/21 08:03:30.493, NVIDIA GeForce RTX 3070, 38 %, 27 %, 8192 MiB, 7274 MiB, 138.55 W, 240.00 W, 53
2023/02/21 08:03:31.494, NVIDIA GeForce RTX 3070, 47 %, 31 %, 8192 MiB, 7274 MiB, 114.02 W, 240.00 W, 53
2023/02/21 08:03:32.495, NVIDIA GeForce RTX 3070, 50 %, 33 %, 8192 MiB, 7274 MiB, 115.15 W, 240.00 W, 53
2023/02/21 08:03:33.497, NVIDIA GeForce RTX 3070, 49 %, 33 %, 8192 MiB, 7274 MiB, 115.47 W, 240.00 W, 53
2023/02/21 08:03:34.498, NVIDIA GeForce RTX 3070, 52 %, 34 %, 8192 MiB, 7274 MiB, 115.24 W, 240.00 W, 53
2023/02/21 08:03:35.500, NVIDIA GeForce RTX 3070, 53 %, 35 %, 8192 MiB, 7274 MiB, 114.32 W, 240.00 W, 53
2023/02/21 08:03:36.501, NVIDIA GeForce RTX 3070, 79 %, 59 %, 8192 MiB, 7274 MiB, 132.54 W, 240.00 W, 55
2023/02/21 08:03:37.503, NVIDIA GeForce RTX 3070, 33 %, 23 %, 8192 MiB, 7274 MiB, 141.91 W, 240.00 W, 53
2023/02/21 08:03:38.506, NVIDIA GeForce RTX 3070, 49 %, 33 %, 8192 MiB, 7274 MiB, 113.99 W, 240.00 W, 53
2023/02/21 08:03:39.510, NVIDIA GeForce RTX 3070, 47 %, 31 %, 8192 MiB, 7274 MiB, 115.60 W, 240.00 W, 53
2023/02/21 08:03:40.511, NVIDIA GeForce RTX 3070, 49 %, 32 %, 8192 MiB, 7274 MiB, 115.31 W, 240.00 W, 53
2023/02/21 08:03:41.512, NVIDIA GeForce RTX 3070, 51 %, 33 %, 8192 MiB, 7274 MiB, 115.28 W, 240.00 W, 53
2023/02/21 08:03:42.514, NVIDIA GeForce RTX 3070, 49 %, 32 %, 8192 MiB, 7274 MiB, 114.98 W, 240.00 W, 53
2023/02/21 08:03:43.516, NVIDIA GeForce RTX 3070, 76 %, 56 %, 8192 MiB, 7274 MiB, 126.36 W, 240.00 W, 55
2023/02/21 08:03:44.517, NVIDIA GeForce RTX 3070, 77 %, 57 %, 8192 MiB, 7274 MiB, 148.73 W, 240.00 W, 56
2023/02/21 08:03:45.518, NVIDIA GeForce RTX 3070, 52 %, 34 %, 8192 MiB, 7274 MiB, 114.44 W, 240.00 W, 54
2023/02/21 08:03:46.520, NVIDIA GeForce RTX 3070, 52 %, 34 %, 8192 MiB, 7274 MiB, 117.69 W, 240.00 W, 54
2023/02/21 08:03:47.522, NVIDIA GeForce RTX 3070, 51 %, 34 %, 8192 MiB, 7274 MiB, 116.61 W, 240.00 W, 53
2023/02/21 08:03:48.524, NVIDIA GeForce RTX 3070, 49 %, 33 %, 8192 MiB, 7274 MiB, 115.76 W, 240.00 W, 54
2023/02/21 08:03:49.526, NVIDIA GeForce RTX 3070, 51 %, 34 %, 8192 MiB, 7274 MiB, 117.49 W, 240.00 W, 53
2023/02/21 08:03:50.527, NVIDIA GeForce RTX 3070, 66 %, 48 %, 8192 MiB, 7274 MiB, 119.36 W, 240.00 W, 55
2023/02/21 08:03:51.529, NVIDIA GeForce RTX 3070, 76 %, 57 %, 8192 MiB, 7274 MiB, 147.53 W, 240.00 W, 56
2023/02/21 08:03:52.531, NVIDIA GeForce RTX 3070, 47 %, 32 %, 8192 MiB, 7274 MiB, 124.08 W, 240.00 W, 54
2023/02/21 08:03:53.533, NVIDIA GeForce RTX 3070, 51 %, 33 %, 8192 MiB, 7274 MiB, 115.28 W, 240.00 W, 54
2023/02/21 08:03:54.534, NVIDIA GeForce RTX 3070, 51 %, 33 %, 8192 MiB, 7274 MiB, 117.89 W, 240.00 W, 54
2023/02/21 08:03:55.536, NVIDIA GeForce RTX 3070, 49 %, 32 %, 8192 MiB, 7274 MiB, 116.10 W, 240.00 W, 53
2023/02/21 08:03:56.538, NVIDIA GeForce RTX 3070, 50 %, 34 %, 8192 MiB, 7274 MiB, 116.97 W, 240.00 W, 54
2023/02/21 08:03:57.540, NVIDIA GeForce RTX 3070, 52 %, 35 %, 8192 MiB, 7274 MiB, 116.62 W, 240.00 W, 54
2023/02/21 08:03:58.542, NVIDIA GeForce RTX 3070, 76 %, 56 %, 8192 MiB, 7274 MiB, 144.32 W, 240.00 W, 56
