timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2023-01-21 15:29:08.132,NVIDIA GeForce RTX 3070,0 %,12 %,8192 MiB,6993 MiB,21.08 W,240.00 W,37
2023-01-21 15:29:09.135,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,6993 MiB,21.81 W,240.00 W,37
2023-01-21 15:29:10.137,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,6993 MiB,21.21 W,240.00 W,37
2023-01-21 15:29:11.140,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,6993 MiB,21.46 W,240.00 W,37
2023-01-21 15:29:12.142,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,6993 MiB,48.28 W,240.00 W,39
2023-01-21 15:29:13.144,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,6993 MiB,53.91 W,240.00 W,39
2023-01-21 15:29:14.145,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,6993 MiB,53.90 W,240.00 W,39
2023-01-21 15:29:15.146,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,6993 MiB,53.77 W,240.00 W,39
2023-01-21 15:29:16.148,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,6993 MiB,53.81 W,240.00 W,40
2023-01-21 15:29:17.149,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,6993 MiB,53.80 W,240.00 W,40
2023-01-21 15:29:18.151,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,6993 MiB,53.95 W,240.00 W,40
2023-01-21 15:29:19.152,NVIDIA GeForce RTX 3070,55 %,24 %,8192 MiB,6993 MiB,59.85 W,240.00 W,41
2023-01-21 15:29:20.153,NVIDIA GeForce RTX 3070,38 %,25 %,8192 MiB,6993 MiB,93.72 W,240.00 W,44
2023-01-21 15:29:21.155,NVIDIA GeForce RTX 3070,39 %,25 %,8192 MiB,6993 MiB,100.39 W,240.00 W,44
2023-01-21 15:29:22.157,NVIDIA GeForce RTX 3070,37 %,24 %,8192 MiB,6993 MiB,101.08 W,240.00 W,44
2023-01-21 15:29:23.158,NVIDIA GeForce RTX 3070,39 %,25 %,8192 MiB,6993 MiB,99.37 W,240.00 W,45
2023-01-21 15:29:24.159,NVIDIA GeForce RTX 3070,39 %,25 %,8192 MiB,6993 MiB,94.78 W,240.00 W,44
2023-01-21 15:29:25.160,NVIDIA GeForce RTX 3070,41 %,27 %,8192 MiB,6993 MiB,98.00 W,240.00 W,45
