timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/02/21 09:32:10.729, NVIDIA GeForce RTX 3070, 0 %, 38 %, 8192 MiB, 7348 MiB, 22.94 W, 240.00 W, 40
2023/02/21 09:32:11.733, NVIDIA GeForce RTX 3070, 0 %, 24 %, 8192 MiB, 7348 MiB, 23.07 W, 240.00 W, 40
2023/02/21 09:32:12.736, NVIDIA GeForce RTX 3070, 0 %, 41 %, 8192 MiB, 7348 MiB, 23.36 W, 240.00 W, 40
2023/02/21 09:32:13.739, NVIDIA GeForce RTX 3070, 0 %, 41 %, 8192 MiB, 7348 MiB, 22.98 W, 240.00 W, 40
2023/02/21 09:32:14.742, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 41.61 W, 240.00 W, 42
2023/02/21 09:32:15.743, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.29 W, 240.00 W, 42
2023/02/21 09:32:16.744, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.32 W, 240.00 W, 42
2023/02/21 09:32:17.746, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.33 W, 240.00 W, 42
2023/02/21 09:32:18.748, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.53 W, 240.00 W, 42
2023/02/21 09:32:19.749, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.48 W, 240.00 W, 42
2023/02/21 09:32:20.751, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 56.62 W, 240.00 W, 43
2023/02/21 09:32:21.752, NVIDIA GeForce RTX 3070, 45 %, 30 %, 8192 MiB, 7348 MiB, 99.07 W, 240.00 W, 47
2023/02/21 09:32:22.754, NVIDIA GeForce RTX 3070, 45 %, 30 %, 8192 MiB, 7348 MiB, 109.07 W, 240.00 W, 47
2023/02/21 09:32:23.756, NVIDIA GeForce RTX 3070, 44 %, 29 %, 8192 MiB, 7348 MiB, 109.11 W, 240.00 W, 48
2023/02/21 09:32:24.757, NVIDIA GeForce RTX 3070, 47 %, 31 %, 8192 MiB, 7348 MiB, 108.29 W, 240.00 W, 48
2023/02/21 09:32:25.759, NVIDIA GeForce RTX 3070, 44 %, 29 %, 8192 MiB, 7348 MiB, 108.95 W, 240.00 W, 49
2023/02/21 09:32:26.761, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 108.79 W, 240.00 W, 49
2023/02/21 09:32:27.762, NVIDIA GeForce RTX 3070, 71 %, 53 %, 8192 MiB, 7348 MiB, 100.31 W, 240.00 W, 51
2023/02/21 09:32:28.764, NVIDIA GeForce RTX 3070, 70 %, 52 %, 8192 MiB, 7348 MiB, 141.63 W, 240.00 W, 52
2023/02/21 09:32:29.765, NVIDIA GeForce RTX 3070, 48 %, 32 %, 8192 MiB, 7348 MiB, 111.22 W, 240.00 W, 50
2023/02/21 09:32:30.767, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 110.26 W, 240.00 W, 50
2023/02/21 09:32:31.769, NVIDIA GeForce RTX 3070, 46 %, 31 %, 8192 MiB, 7348 MiB, 110.61 W, 240.00 W, 50
2023/02/21 09:32:32.771, NVIDIA GeForce RTX 3070, 45 %, 30 %, 8192 MiB, 7348 MiB, 110.75 W, 240.00 W, 51
