timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/02/21 08:27:26.880, NVIDIA GeForce RTX 3070, 0 %, 42 %, 8192 MiB, 7348 MiB, 23.22 W, 240.00 W, 39
2023/02/21 08:27:27.884, NVIDIA GeForce RTX 3070, 0 %, 31 %, 8192 MiB, 7348 MiB, 23.28 W, 240.00 W, 39
2023/02/21 08:27:28.888, NVIDIA GeForce RTX 3070, 0 %, 23 %, 8192 MiB, 7348 MiB, 23.41 W, 240.00 W, 39
2023/02/21 08:27:29.891, NVIDIA GeForce RTX 3070, 0 %, 48 %, 8192 MiB, 7348 MiB, 23.73 W, 240.00 W, 39
2023/02/21 08:27:30.895, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 39.81 W, 240.00 W, 41
2023/02/21 08:27:31.897, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.50 W, 240.00 W, 41
2023/02/21 08:27:32.898, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.45 W, 240.00 W, 42
2023/02/21 08:27:33.900, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.54 W, 240.00 W, 42
2023/02/21 08:27:34.902, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.60 W, 240.00 W, 42
2023/02/21 08:27:35.904, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.65 W, 240.00 W, 42
2023/02/21 08:27:36.905, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 55.49 W, 240.00 W, 42
2023/02/21 08:27:37.907, NVIDIA GeForce RTX 3070, 47 %, 31 %, 8192 MiB, 7348 MiB, 74.33 W, 240.00 W, 46
2023/02/21 08:27:38.909, NVIDIA GeForce RTX 3070, 47 %, 31 %, 8192 MiB, 7348 MiB, 109.16 W, 240.00 W, 47
2023/02/21 08:27:39.911, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 110.00 W, 240.00 W, 47
2023/02/21 08:27:40.913, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 108.96 W, 240.00 W, 48
2023/02/21 08:27:41.915, NVIDIA GeForce RTX 3070, 46 %, 30 %, 8192 MiB, 7348 MiB, 109.79 W, 240.00 W, 48
2023/02/21 08:27:42.917, NVIDIA GeForce RTX 3070, 46 %, 30 %, 8192 MiB, 7348 MiB, 110.27 W, 240.00 W, 48
2023/02/21 08:27:43.919, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7348 MiB, 99.03 W, 240.00 W, 46
2023/02/21 08:27:44.921, NVIDIA GeForce RTX 3070, 76 %, 57 %, 8192 MiB, 7348 MiB, 129.19 W, 240.00 W, 52
2023/02/21 08:27:45.923, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 127.74 W, 240.00 W, 50
2023/02/21 08:27:46.925, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 110.52 W, 240.00 W, 50
2023/02/21 08:27:47.927, NVIDIA GeForce RTX 3070, 47 %, 31 %, 8192 MiB, 7348 MiB, 111.21 W, 240.00 W, 50
2023/02/21 08:27:48.929, NVIDIA GeForce RTX 3070, 49 %, 32 %, 8192 MiB, 7348 MiB, 111.20 W, 240.00 W, 50
2023/02/21 08:27:49.931, NVIDIA GeForce RTX 3070, 47 %, 30 %, 8192 MiB, 7348 MiB, 111.22 W, 240.00 W, 51
2023/02/21 08:27:50.933, NVIDIA GeForce RTX 3070, 45 %, 30 %, 8192 MiB, 7348 MiB, 111.76 W, 240.00 W, 51
2023/02/21 08:27:51.935, NVIDIA GeForce RTX 3070, 69 %, 50 %, 8192 MiB, 7348 MiB, 119.61 W, 240.00 W, 53
2023/02/21 08:27:52.937, NVIDIA GeForce RTX 3070, 77 %, 57 %, 8192 MiB, 7348 MiB, 148.43 W, 240.00 W, 54
2023/02/21 08:27:53.939, NVIDIA GeForce RTX 3070, 46 %, 30 %, 8192 MiB, 7348 MiB, 116.64 W, 240.00 W, 52
2023/02/21 08:27:54.941, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 110.76 W, 240.00 W, 52
2023/02/21 08:27:55.943, NVIDIA GeForce RTX 3070, 46 %, 31 %, 8192 MiB, 7348 MiB, 111.49 W, 240.00 W, 52
2023/02/21 08:27:56.946, NVIDIA GeForce RTX 3070, 47 %, 30 %, 8192 MiB, 7348 MiB, 111.18 W, 240.00 W, 52
2023/02/21 08:27:57.948, NVIDIA GeForce RTX 3070, 45 %, 30 %, 8192 MiB, 7348 MiB, 111.55 W, 240.00 W, 52
2023/02/21 08:27:58.950, NVIDIA GeForce RTX 3070, 48 %, 31 %, 8192 MiB, 7348 MiB, 111.55 W, 240.00 W, 52
2023/02/21 08:27:59.952, NVIDIA GeForce RTX 3070, 76 %, 56 %, 8192 MiB, 7348 MiB, 132.22 W, 240.00 W, 54
2023/02/21 08:28:00.954, NVIDIA GeForce RTX 3070, 35 %, 25 %, 8192 MiB, 7348 MiB, 137.56 W, 240.00 W, 52
2023/02/21 08:28:01.957, NVIDIA GeForce RTX 3070, 45 %, 29 %, 8192 MiB, 7348 MiB, 110.57 W, 240.00 W, 52
