timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2023-01-27 10:49:40.678,NVIDIA GeForce RTX 3070,0 %,4 %,8192 MiB,7089 MiB,23.02 W,240.00 W,37
2023-01-27 10:49:41.680,NVIDIA GeForce RTX 3070,0 %,7 %,8192 MiB,7089 MiB,22.71 W,240.00 W,37
2023-01-27 10:49:42.681,NVIDIA GeForce RTX 3070,1 %,12 %,8192 MiB,7089 MiB,23.07 W,240.00 W,37
2023-01-27 10:49:43.682,NVIDIA GeForce RTX 3070,1 %,2 %,8192 MiB,7089 MiB,23.08 W,240.00 W,37
2023-01-27 10:49:44.684,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7089 MiB,46.87 W,240.00 W,38
2023-01-27 10:49:45.684,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7089 MiB,54.29 W,240.00 W,39
2023-01-27 10:49:46.685,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7089 MiB,54.31 W,240.00 W,39
2023-01-27 10:49:47.686,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7089 MiB,54.35 W,240.00 W,39
2023-01-27 10:49:48.687,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7089 MiB,54.49 W,240.00 W,39
2023-01-27 10:49:49.688,NVIDIA GeForce RTX 3070,1 %,0 %,8192 MiB,7089 MiB,54.59 W,240.00 W,39
2023-01-27 10:49:50.689,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7089 MiB,54.41 W,240.00 W,39
2023-01-27 10:49:51.689,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7089 MiB,54.36 W,240.00 W,39
2023-01-27 10:49:52.690,NVIDIA GeForce RTX 3070,41 %,24 %,8192 MiB,7089 MiB,65.87 W,240.00 W,41
2023-01-27 10:49:53.692,NVIDIA GeForce RTX 3070,40 %,25 %,8192 MiB,7089 MiB,89.73 W,240.00 W,43
2023-01-27 10:49:54.693,NVIDIA GeForce RTX 3070,40 %,25 %,8192 MiB,7089 MiB,99.64 W,240.00 W,43
2023-01-27 10:49:55.694,NVIDIA GeForce RTX 3070,41 %,25 %,8192 MiB,7089 MiB,101.31 W,240.00 W,44
