timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2023-01-27 10:08:15.261,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,7088 MiB,21.92 W,240.00 W,36
2023-01-27 10:08:16.263,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,7088 MiB,22.18 W,240.00 W,36
2023-01-27 10:08:17.266,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,7088 MiB,22.47 W,240.00 W,36
2023-01-27 10:08:18.267,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,7088 MiB,21.89 W,240.00 W,36
2023-01-27 10:08:19.269,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7088 MiB,37.91 W,240.00 W,38
2023-01-27 10:08:20.270,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7088 MiB,54.23 W,240.00 W,38
2023-01-27 10:08:21.271,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7088 MiB,54.15 W,240.00 W,38
2023-01-27 10:08:22.272,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7088 MiB,54.13 W,240.00 W,38
2023-01-27 10:08:23.273,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7088 MiB,54.31 W,240.00 W,38
2023-01-27 10:08:24.274,NVIDIA GeForce RTX 3070,1 %,0 %,8192 MiB,7088 MiB,54.42 W,240.00 W,39
2023-01-27 10:08:25.275,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7088 MiB,54.38 W,240.00 W,38
2023-01-27 10:08:26.276,NVIDIA GeForce RTX 3070,45 %,26 %,8192 MiB,7088 MiB,65.52 W,240.00 W,40
2023-01-27 10:08:27.277,NVIDIA GeForce RTX 3070,46 %,28 %,8192 MiB,7088 MiB,100.42 W,240.00 W,43
2023-01-27 10:08:28.278,NVIDIA GeForce RTX 3070,39 %,25 %,8192 MiB,7088 MiB,103.64 W,240.00 W,43
2023-01-27 10:08:29.279,NVIDIA GeForce RTX 3070,44 %,28 %,8192 MiB,7088 MiB,101.13 W,240.00 W,43
2023-01-27 10:08:30.280,NVIDIA GeForce RTX 3070,40 %,24 %,8192 MiB,7088 MiB,103.04 W,240.00 W,43
2023-01-27 10:08:31.281,NVIDIA GeForce RTX 3070,45 %,29 %,8192 MiB,7088 MiB,103.10 W,240.00 W,44
2023-01-27 10:08:32.282,NVIDIA GeForce RTX 3070,42 %,26 %,8192 MiB,7088 MiB,101.03 W,240.00 W,44
2023-01-27 10:08:33.283,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7088 MiB,93.07 W,240.00 W,42
2023-01-27 10:08:34.284,NVIDIA GeForce RTX 3070,59 %,43 %,8192 MiB,7088 MiB,110.18 W,240.00 W,46
