timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2023-01-27 11:18:02.071,NVIDIA GeForce RTX 3070,1 %,5 %,8192 MiB,7091 MiB,22.81 W,240.00 W,37
2023-01-27 11:18:03.073,NVIDIA GeForce RTX 3070,0 %,6 %,8192 MiB,7091 MiB,22.65 W,240.00 W,37
2023-01-27 11:18:04.074,NVIDIA GeForce RTX 3070,0 %,12 %,8192 MiB,7091 MiB,22.91 W,240.00 W,37
2023-01-27 11:18:05.076,NVIDIA GeForce RTX 3070,0 %,2 %,8192 MiB,7091 MiB,22.81 W,240.00 W,37
2023-01-27 11:18:06.077,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,44.21 W,240.00 W,38
2023-01-27 11:18:07.078,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,54.11 W,240.00 W,39
2023-01-27 11:18:08.079,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,54.18 W,240.00 W,39
2023-01-27 11:18:09.080,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,54.18 W,240.00 W,39
2023-01-27 11:18:10.081,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,54.22 W,240.00 W,39
2023-01-27 11:18:11.081,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,54.20 W,240.00 W,39
2023-01-27 11:18:12.082,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,54.16 W,240.00 W,39
2023-01-27 11:18:13.083,NVIDIA GeForce RTX 3070,0 %,0 %,8192 MiB,7091 MiB,54.14 W,240.00 W,39
2023-01-27 11:18:14.084,NVIDIA GeForce RTX 3070,43 %,28 %,8192 MiB,7091 MiB,72.36 W,240.00 W,43
2023-01-27 11:18:15.085,NVIDIA GeForce RTX 3070,39 %,25 %,8192 MiB,7091 MiB,99.76 W,240.00 W,43
2023-01-27 11:18:16.086,NVIDIA GeForce RTX 3070,45 %,29 %,8192 MiB,7091 MiB,100.85 W,240.00 W,44
2023-01-27 11:18:17.087,NVIDIA GeForce RTX 3070,43 %,27 %,8192 MiB,7091 MiB,100.95 W,240.00 W,44
2023-01-27 11:18:18.088,NVIDIA GeForce RTX 3070,42 %,26 %,8192 MiB,7091 MiB,103.59 W,240.00 W,44
2023-01-27 11:18:19.088,NVIDIA GeForce RTX 3070,37 %,24 %,8192 MiB,7091 MiB,101.42 W,240.00 W,44
2023-01-27 11:18:20.089,NVIDIA GeForce RTX 3070,40 %,25 %,8192 MiB,7091 MiB,102.28 W,240.00 W,45
2023-01-27 11:18:21.090,NVIDIA GeForce RTX 3070,41 %,25 %,8192 MiB,7091 MiB,100.69 W,240.00 W,43
2023-01-27 11:18:22.091,NVIDIA GeForce RTX 3070,56 %,40 %,8192 MiB,7091 MiB,98.52 W,240.00 W,47
2023-01-27 11:18:23.092,NVIDIA GeForce RTX 3070,57 %,41 %,8192 MiB,7091 MiB,120.83 W,240.00 W,47
2023-01-27 11:18:24.094,NVIDIA GeForce RTX 3070,43 %,27 %,8192 MiB,7091 MiB,106.67 W,240.00 W,46
2023-01-27 11:18:25.095,NVIDIA GeForce RTX 3070,43 %,27 %,8192 MiB,7091 MiB,102.60 W,240.00 W,46
2023-01-27 11:18:26.096,NVIDIA GeForce RTX 3070,43 %,27 %,8192 MiB,7091 MiB,101.72 W,240.00 W,46
2023-01-27 11:18:27.096,NVIDIA GeForce RTX 3070,44 %,28 %,8192 MiB,7091 MiB,102.77 W,240.00 W,47
