timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/09 04:07:42.883, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 8.47 W, 350.00 W, 27
2023/03/09 04:07:43.889, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 26.24 W, 350.00 W, 30
2023/03/09 04:07:44.891, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 105.11 W, 350.00 W, 31
2023/03/09 04:07:45.893, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 105.21 W, 350.00 W, 31
2023/03/09 04:07:46.896, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 105.36 W, 350.00 W, 31
2023/03/09 04:07:47.898, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 105.46 W, 350.00 W, 32
2023/03/09 04:07:48.900, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 105.46 W, 350.00 W, 32
2023/03/09 04:07:49.902, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 105.51 W, 350.00 W, 32
2023/03/09 04:07:50.904, NVIDIA GeForce RTX 3090, 53 %, 29 %, 24268 MiB, 23655 MiB, 155.80 W, 350.00 W, 35
2023/03/09 04:07:51.905, NVIDIA GeForce RTX 3090, 54 %, 30 %, 24268 MiB, 23655 MiB, 258.83 W, 350.00 W, 37
2023/03/09 04:07:52.906, NVIDIA GeForce RTX 3090, 55 %, 30 %, 24268 MiB, 23655 MiB, 255.73 W, 350.00 W, 38
2023/03/09 04:07:53.907, NVIDIA GeForce RTX 3090, 58 %, 31 %, 24268 MiB, 23655 MiB, 255.47 W, 350.00 W, 38
2023/03/09 04:07:54.908, NVIDIA GeForce RTX 3090, 58 %, 31 %, 24268 MiB, 23655 MiB, 257.11 W, 350.00 W, 39
2023/03/09 04:07:55.910, NVIDIA GeForce RTX 3090, 54 %, 29 %, 24268 MiB, 23655 MiB, 261.24 W, 350.00 W, 40
2023/03/09 04:07:56.911, NVIDIA GeForce RTX 3090, 53 %, 29 %, 24268 MiB, 23655 MiB, 258.37 W, 350.00 W, 40
2023/03/09 04:07:57.912, NVIDIA GeForce RTX 3090, 52 %, 28 %, 24268 MiB, 23655 MiB, 265.62 W, 350.00 W, 41
2023/03/09 04:07:58.913, NVIDIA GeForce RTX 3090, 57 %, 31 %, 24268 MiB, 23655 MiB, 264.15 W, 350.00 W, 42
2023/03/09 04:07:59.915, NVIDIA GeForce RTX 3090, 56 %, 31 %, 24268 MiB, 23655 MiB, 267.54 W, 350.00 W, 42
2023/03/09 04:08:00.916, NVIDIA GeForce RTX 3090, 56 %, 30 %, 24268 MiB, 23655 MiB, 267.88 W, 350.00 W, 42
2023/03/09 04:08:01.917, NVIDIA GeForce RTX 3090, 0 %, 0 %, 24268 MiB, 23655 MiB, 219.94 W, 350.00 W, 40
2023/03/09 04:08:02.919, NVIDIA GeForce RTX 3090, 75 %, 41 %, 24268 MiB, 23655 MiB, 191.77 W, 350.00 W, 44
2023/03/09 04:08:03.920, NVIDIA GeForce RTX 3090, 76 %, 42 %, 24268 MiB, 23655 MiB, 319.57 W, 350.00 W, 45
2023/03/09 04:08:04.921, NVIDIA GeForce RTX 3090, 76 %, 41 %, 24268 MiB, 23655 MiB, 317.18 W, 350.00 W, 46
