timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-05 23:50:56.290,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.42 W,350.00 W,31
2022-12-05 23:50:57.292,NVIDIA GeForce RTX 3090,0 %,23 %,24268 MiB,23657 MiB,10.13 W,350.00 W,31
2022-12-05 23:50:58.294,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.40 W,350.00 W,31
2022-12-05 23:50:59.296,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,49.57 W,350.00 W,33
2022-12-05 23:51:00.300,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.39 W,350.00 W,34
2022-12-05 23:51:01.301,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.57 W,350.00 W,34
2022-12-05 23:51:02.302,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.69 W,350.00 W,34
2022-12-05 23:51:03.303,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.83 W,350.00 W,34
2022-12-05 23:51:04.304,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.94 W,350.00 W,34
2022-12-05 23:51:05.305,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.26 W,350.00 W,35
2022-12-05 23:51:06.306,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.20 W,350.00 W,35
2022-12-05 23:51:07.307,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,112.16 W,350.00 W,35
2022-12-05 23:51:08.308,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.21 W,350.00 W,36
2022-12-05 23:51:09.309,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,124.37 W,350.00 W,36
2022-12-05 23:51:10.310,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,124.39 W,350.00 W,36
2022-12-05 23:51:11.312,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.04 W,350.00 W,36
2022-12-05 23:51:12.313,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.34 W,350.00 W,37
2022-12-05 23:51:13.314,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.48 W,350.00 W,37
2022-12-05 23:51:14.315,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.57 W,350.00 W,37
2022-12-05 23:51:15.318,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,126.26 W,350.00 W,37
2022-12-05 23:51:16.319,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,126.11 W,350.00 W,38
2022-12-05 23:51:17.320,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,126.32 W,350.00 W,38
2022-12-05 23:51:18.321,NVIDIA GeForce RTX 3090,9 %,4 %,24268 MiB,23657 MiB,124.38 W,350.00 W,38
2022-12-05 23:51:19.322,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,108.15 W,350.00 W,38
2022-12-05 23:51:20.323,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,113.72 W,350.00 W,38
2022-12-05 23:51:21.324,NVIDIA GeForce RTX 3090,5 %,2 %,24268 MiB,23657 MiB,114.38 W,350.00 W,38
2022-12-05 23:51:22.326,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.64 W,350.00 W,38
2022-12-05 23:51:23.327,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.71 W,350.00 W,39
2022-12-05 23:51:24.328,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.89 W,350.00 W,39
2022-12-05 23:51:25.329,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,115.46 W,350.00 W,39
2022-12-05 23:51:26.330,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,115.15 W,350.00 W,39
2022-12-05 23:51:27.332,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,115.23 W,350.00 W,39
