timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-06 00:34:25.620,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.45 W,350.00 W,31
2022-12-06 00:34:26.621,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.45 W,350.00 W,31
2022-12-06 00:34:27.622,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.52 W,350.00 W,31
2022-12-06 00:34:28.623,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,40.72 W,350.00 W,33
2022-12-06 00:34:29.624,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.48 W,350.00 W,33
2022-12-06 00:34:30.625,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.79 W,350.00 W,34
2022-12-06 00:34:31.626,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.92 W,350.00 W,34
2022-12-06 00:34:32.627,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.95 W,350.00 W,34
2022-12-06 00:34:33.628,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.03 W,350.00 W,34
2022-12-06 00:34:34.629,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.10 W,350.00 W,35
2022-12-06 00:34:35.629,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.21 W,350.00 W,35
2022-12-06 00:34:36.630,NVIDIA GeForce RTX 3090,19 %,8 %,24268 MiB,23657 MiB,112.60 W,350.00 W,35
2022-12-06 00:34:37.631,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.65 W,350.00 W,36
2022-12-06 00:34:38.633,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,124.56 W,350.00 W,36
2022-12-06 00:34:39.634,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,124.59 W,350.00 W,36
2022-12-06 00:34:40.635,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.39 W,350.00 W,36
2022-12-06 00:34:41.636,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.76 W,350.00 W,37
2022-12-06 00:34:42.637,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.68 W,350.00 W,37
2022-12-06 00:34:43.638,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.93 W,350.00 W,37
2022-12-06 00:34:44.638,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,126.33 W,350.00 W,37
2022-12-06 00:34:45.639,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.94 W,350.00 W,37
2022-12-06 00:34:46.640,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,126.20 W,350.00 W,38
2022-12-06 00:34:47.641,NVIDIA GeForce RTX 3090,8 %,3 %,24268 MiB,23657 MiB,121.86 W,350.00 W,37
2022-12-06 00:34:48.642,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,108.33 W,350.00 W,38
