timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-05 21:53:00.580,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.69 W,350.00 W,31
2022-12-05 21:53:01.583,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.39 W,350.00 W,31
2022-12-05 21:53:02.586,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.66 W,350.00 W,31
2022-12-05 21:53:03.591,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,41.20 W,350.00 W,33
2022-12-05 21:53:04.593,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.85 W,350.00 W,34
2022-12-05 21:53:05.594,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.86 W,350.00 W,34
2022-12-05 21:53:06.595,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.18 W,350.00 W,34
2022-12-05 21:53:07.596,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.28 W,350.00 W,34
2022-12-05 21:53:08.596,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.33 W,350.00 W,34
2022-12-05 21:53:09.597,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.50 W,350.00 W,35
2022-12-05 21:53:10.598,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.66 W,350.00 W,35
2022-12-05 21:53:11.599,NVIDIA GeForce RTX 3090,20 %,8 %,24268 MiB,23657 MiB,112.40 W,350.00 W,36
2022-12-05 21:53:12.599,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,124.85 W,350.00 W,36
2022-12-05 21:53:13.600,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.26 W,350.00 W,36
2022-12-05 21:53:14.601,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,124.57 W,350.00 W,36
2022-12-05 21:53:15.602,NVIDIA GeForce RTX 3090,16 %,6 %,24268 MiB,23657 MiB,124.67 W,350.00 W,36
2022-12-05 21:53:16.602,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.36 W,350.00 W,37
2022-12-05 21:53:17.603,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,124.83 W,350.00 W,37
2022-12-05 21:53:18.604,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.11 W,350.00 W,37
2022-12-05 21:53:19.605,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.49 W,350.00 W,37
2022-12-05 21:53:20.606,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.56 W,350.00 W,38
2022-12-05 21:53:21.607,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.62 W,350.00 W,38
2022-12-05 21:53:22.607,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.27 W,350.00 W,38
2022-12-05 21:53:23.608,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,108.11 W,350.00 W,38
2022-12-05 21:53:24.609,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,112.99 W,350.00 W,38
2022-12-05 21:53:25.610,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.61 W,350.00 W,38
2022-12-05 21:53:26.611,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.68 W,350.00 W,38
2022-12-05 21:53:27.612,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.73 W,350.00 W,39
2022-12-05 21:53:28.614,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.78 W,350.00 W,39
2022-12-05 21:53:29.615,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.72 W,350.00 W,39
2022-12-05 21:53:30.615,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.84 W,350.00 W,39
2022-12-05 21:53:31.616,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.79 W,350.00 W,39
2022-12-05 21:53:32.617,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,115.00 W,350.00 W,40
2022-12-05 21:53:33.618,NVIDIA GeForce RTX 3090,5 %,2 %,24268 MiB,23657 MiB,115.10 W,350.00 W,40
2022-12-05 21:53:34.619,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,115.16 W,350.00 W,40
2022-12-05 21:53:35.620,NVIDIA GeForce RTX 3090,5 %,2 %,24268 MiB,23657 MiB,114.96 W,350.00 W,40
2022-12-05 21:53:36.621,NVIDIA GeForce RTX 3090,7 %,3 %,24268 MiB,23657 MiB,115.14 W,350.00 W,40
2022-12-05 21:53:37.627,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,120.83 W,350.00 W,40
2022-12-05 21:53:38.627,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,126.70 W,350.00 W,41
2022-12-05 21:53:39.628,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,127.45 W,350.00 W,41
2022-12-05 21:53:40.629,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,127.25 W,350.00 W,41
2022-12-05 21:53:41.630,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,127.06 W,350.00 W,41
2022-12-05 21:53:42.631,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,126.33 W,350.00 W,41
2022-12-05 21:53:43.632,NVIDIA GeForce RTX 3090,19 %,7 %,24268 MiB,23657 MiB,127.63 W,350.00 W,42
2022-12-05 21:53:44.633,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,127.47 W,350.00 W,42
