timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-05 09:55:42.535,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,119.17 W,350.00 W,55
2022-12-05 09:55:43.536,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,118.97 W,350.00 W,55
2022-12-05 09:55:44.537,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,119.00 W,350.00 W,55
2022-12-05 09:55:45.538,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,118.73 W,350.00 W,55
2022-12-05 09:55:46.539,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,118.60 W,350.00 W,55
2022-12-05 09:55:47.540,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,118.44 W,350.00 W,54
2022-12-05 09:55:48.541,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,118.30 W,350.00 W,54
2022-12-05 09:55:49.542,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,118.07 W,350.00 W,54
2022-12-05 09:55:50.543,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,117.92 W,350.00 W,54
2022-12-05 09:55:51.544,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,117.72 W,350.00 W,54
2022-12-05 09:55:52.545,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,117.53 W,350.00 W,54
2022-12-05 09:55:53.546,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,117.37 W,350.00 W,53
2022-12-05 09:55:54.547,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23573 MiB,117.05 W,350.00 W,53
2022-12-05 09:55:55.548,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23573 MiB,130.23 W,350.00 W,54
2022-12-05 09:55:56.549,NVIDIA GeForce RTX 3090,19 %,8 %,24268 MiB,23573 MiB,136.35 W,350.00 W,54
2022-12-05 09:55:57.550,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23573 MiB,135.32 W,350.00 W,54
2022-12-05 09:55:58.551,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23573 MiB,135.68 W,350.00 W,53
2022-12-05 09:55:59.553,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23573 MiB,136.25 W,350.00 W,53
