timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-05 12:15:32.083,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.48 W,350.00 W,31
2022-12-05 12:15:33.085,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.16 W,350.00 W,31
2022-12-05 12:15:34.087,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.61 W,350.00 W,31
2022-12-05 12:15:35.089,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,42.18 W,350.00 W,33
2022-12-05 12:15:36.090,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.28 W,350.00 W,33
2022-12-05 12:15:37.091,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.48 W,350.00 W,34
2022-12-05 12:15:38.092,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.44 W,350.00 W,34
2022-12-05 12:15:39.093,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.61 W,350.00 W,34
2022-12-05 12:15:40.094,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.78 W,350.00 W,34
2022-12-05 12:15:41.096,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.99 W,350.00 W,35
2022-12-05 12:15:42.097,NVIDIA GeForce RTX 3090,10 %,4 %,24268 MiB,23657 MiB,110.07 W,350.00 W,35
2022-12-05 12:15:43.098,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.30 W,350.00 W,35
2022-12-05 12:15:44.099,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,124.77 W,350.00 W,36
2022-12-05 12:15:45.100,NVIDIA GeForce RTX 3090,19 %,8 %,24268 MiB,23657 MiB,125.26 W,350.00 W,36
2022-12-05 12:15:46.101,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.00 W,350.00 W,36
2022-12-05 12:15:47.102,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,124.73 W,350.00 W,36
2022-12-05 12:15:48.103,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.07 W,350.00 W,37
2022-12-05 12:15:49.104,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.15 W,350.00 W,37
2022-12-05 12:15:50.105,NVIDIA GeForce RTX 3090,17 %,7 %,24268 MiB,23657 MiB,125.25 W,350.00 W,37
2022-12-05 12:15:51.107,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,124.95 W,350.00 W,37
2022-12-05 12:15:52.108,NVIDIA GeForce RTX 3090,18 %,7 %,24268 MiB,23657 MiB,125.91 W,350.00 W,38
2022-12-05 12:15:53.109,NVIDIA GeForce RTX 3090,16 %,6 %,24268 MiB,23657 MiB,125.88 W,350.00 W,37
2022-12-05 12:15:54.111,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,108.12 W,350.00 W,37
2022-12-05 12:15:55.113,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,113.56 W,350.00 W,38
2022-12-05 12:15:56.114,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.73 W,350.00 W,38
2022-12-05 12:15:57.116,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.79 W,350.00 W,38
2022-12-05 12:15:58.117,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.51 W,350.00 W,38
2022-12-05 12:15:59.118,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.87 W,350.00 W,38
2022-12-05 12:16:00.119,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,114.64 W,350.00 W,39
2022-12-05 12:16:01.120,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,115.12 W,350.00 W,39
2022-12-05 12:16:02.122,NVIDIA GeForce RTX 3090,6 %,3 %,24268 MiB,23657 MiB,115.16 W,350.00 W,39
