timestamp,cpu usage (%),memory usage (MB),temperature (Celsius)
2022-12-05T11:41:08.685631,0.0,12873.945,29.0
2022-12-05T11:41:09.696250,4.204,12874.422,29.0
2022-12-05T11:41:10.708044,4.2,12874.43,30.0
2022-12-05T11:41:11.715307,2.442,12874.445,29.0
2022-12-05T11:41:12.723290,3.1,12874.613,29.0
2022-12-05T11:41:13.731357,4.217,12874.617,30.0
2022-12-05T11:41:14.734210,4.154,12874.672,30.0
2022-12-05T11:41:15.739334,11.938,12874.746,31.0
2022-12-05T11:41:16.745418,13.046,12874.746,30.0
2022-12-05T11:41:17.751754,13.292,12874.746,30.0
2022-12-05T11:41:18.758145,12.75,12874.75,30.0
2022-12-05T11:41:19.764106,12.925,12874.75,30.0
2022-12-05T11:41:20.769873,13.342,12874.75,30.0
2022-12-05T11:41:21.775283,13.508,12874.75,30.0
2022-12-05T11:41:22.780033,13.6,12874.75,30.0
2022-12-05T11:41:23.786857,13.242,12874.75,30.0
2022-12-05T11:41:24.792102,13.429,12874.75,30.0
2022-12-05T11:41:25.797962,13.008,12874.75,31.0
2022-12-05T11:41:26.802906,6.096,12874.785,30.0
2022-12-05T11:41:27.808109,7.587,12874.961,30.0
2022-12-05T11:41:28.814339,9.525,12874.961,30.0
2022-12-05T11:41:29.820102,9.446,12874.961,30.0
2022-12-05T11:41:30.826010,9.487,12874.961,31.0
2022-12-05T11:41:31.831403,9.325,12874.961,31.0
2022-12-05T11:41:32.837412,9.525,12874.961,31.0
2022-12-05T11:41:33.843833,9.562,12874.852,31.0
2022-12-05T11:41:34.848114,9.542,12874.766,30.0
2022-12-05T11:41:35.854366,9.525,12874.766,31.0
2022-12-05T11:41:36.859849,9.325,12874.766,30.0
2022-12-05T11:41:37.865773,9.525,12874.766,30.0
2022-12-05T11:41:38.871408,9.571,12874.766,30.0
2022-12-05T11:41:39.877194,9.654,12874.766,30.0
2022-12-05T11:41:40.883000,8.204,12875.07,31.0
2022-12-05T11:41:41.890328,12.946,12875.07,31.0
2022-12-05T11:41:42.896723,13.496,12875.07,31.0
2022-12-05T11:41:43.902606,13.008,12875.07,31.0
2022-12-05T11:41:44.908095,13.383,12875.07,31.0
2022-12-05T11:41:45.912109,13.196,12875.07,31.0
2022-12-05T11:41:46.918906,13.325,12875.07,31.0
2022-12-05T11:41:47.925324,13.208,12875.07,31.0
2022-12-05T11:41:48.930958,13.258,12875.07,31.0
2022-12-05T11:41:49.935565,13.312,12875.07,31.0
2022-12-05T11:41:50.940092,13.317,12875.07,31.0
2022-12-05T11:41:51.945492,12.058,12875.102,31.0
2022-12-05T11:41:52.956099,9.358,12875.102,31.0
2022-12-05T11:41:53.961694,9.571,12875.102,31.0
2022-12-05T11:41:54.966716,9.575,12875.102,31.0
2022-12-05T11:41:55.972109,9.492,12875.102,31.0
2022-12-05T11:41:56.978302,9.525,12875.102,31.0
2022-12-05T11:41:57.984108,9.487,12875.102,31.0
2022-12-05T11:41:58.990739,9.562,12875.102,31.0
2022-12-05T11:41:59.996102,9.492,12874.973,31.0
2022-12-05T11:42:01.001204,9.45,12874.973,31.0
