timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/03 11:04:21.784, NVIDIA GeForce RTX 3070, 0 %, 52 %, 8192 MiB, 7481 MiB, 22.75 W, 240.00 W, 41
2023/03/03 11:04:22.788, NVIDIA GeForce RTX 3070, 0 %, 39 %, 8192 MiB, 7481 MiB, 22.73 W, 240.00 W, 41
2023/03/03 11:04:23.792, NVIDIA GeForce RTX 3070, 0 %, 33 %, 8192 MiB, 7481 MiB, 22.78 W, 240.00 W, 41
2023/03/03 11:04:24.796, NVIDIA GeForce RTX 3070, 0 %, 44 %, 8192 MiB, 7481 MiB, 22.90 W, 240.00 W, 41
2023/03/03 11:04:25.800, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7481 MiB, 37.84 W, 240.00 W, 43
2023/03/03 11:04:26.809, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7481 MiB, 54.77 W, 240.00 W, 43
2023/03/03 11:04:27.811, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7481 MiB, 54.88 W, 240.00 W, 43
2023/03/03 11:04:28.813, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7481 MiB, 54.91 W, 240.00 W, 43
2023/03/03 11:04:29.815, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7481 MiB, 54.96 W, 240.00 W, 43
2023/03/03 11:04:30.816, NVIDIA GeForce RTX 3070, 87 %, 76 %, 8192 MiB, 7481 MiB, 164.93 W, 240.00 W, 57
2023/03/03 11:04:31.818, NVIDIA GeForce RTX 3070, 86 %, 75 %, 8192 MiB, 7481 MiB, 232.79 W, 240.00 W, 58
2023/03/03 11:04:32.820, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7481 MiB, 233.62 W, 240.00 W, 59
2023/03/03 11:04:33.822, NVIDIA GeForce RTX 3070, 88 %, 76 %, 8192 MiB, 7481 MiB, 233.99 W, 240.00 W, 59
2023/03/03 11:04:34.825, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7481 MiB, 233.85 W, 240.00 W, 60
2023/03/03 11:04:35.827, NVIDIA GeForce RTX 3070, 89 %, 77 %, 8192 MiB, 7481 MiB, 233.27 W, 240.00 W, 60
2023/03/03 11:04:36.829, NVIDIA GeForce RTX 3070, 87 %, 77 %, 8192 MiB, 7481 MiB, 234.02 W, 240.00 W, 60
2023/03/03 11:04:37.830, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7481 MiB, 233.49 W, 240.00 W, 61
2023/03/03 11:04:38.832, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7481 MiB, 232.23 W, 240.00 W, 61
2023/03/03 11:04:39.834, NVIDIA GeForce RTX 3070, 88 %, 76 %, 8192 MiB, 7481 MiB, 232.99 W, 240.00 W, 61
2023/03/03 11:04:40.836, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7481 MiB, 233.14 W, 240.00 W, 62
2023/03/03 11:04:41.839, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7481 MiB, 233.16 W, 240.00 W, 62
2023/03/03 11:04:42.841, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7481 MiB, 233.49 W, 240.00 W, 62
2023/03/03 11:04:43.843, NVIDIA GeForce RTX 3070, 88 %, 75 %, 8192 MiB, 7481 MiB, 232.45 W, 240.00 W, 62
2023/03/03 11:04:44.845, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7481 MiB, 233.82 W, 240.00 W, 62
