timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/04 08:38:50.940, NVIDIA GeForce RTX 3070, 0 %, 12 %, 8192 MiB, 7391 MiB, 23.60 W, 240.00 W, 40
2023/03/04 08:38:51.943, NVIDIA GeForce RTX 3070, 0 %, 2 %, 8192 MiB, 7391 MiB, 24.05 W, 240.00 W, 40
2023/03/04 08:38:52.945, NVIDIA GeForce RTX 3070, 1 %, 2 %, 8192 MiB, 7391 MiB, 23.83 W, 240.00 W, 40
2023/03/04 08:38:53.947, NVIDIA GeForce RTX 3070, 0 %, 9 %, 8192 MiB, 7391 MiB, 23.87 W, 240.00 W, 40
2023/03/04 08:38:54.955, NVIDIA GeForce RTX 3070, 2 %, 0 %, 8192 MiB, 7391 MiB, 55.48 W, 240.00 W, 42
2023/03/04 08:38:55.959, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7391 MiB, 55.35 W, 240.00 W, 43
2023/03/04 08:38:56.961, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7391 MiB, 55.55 W, 240.00 W, 43
2023/03/04 08:38:57.962, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7391 MiB, 55.30 W, 240.00 W, 43
2023/03/04 08:38:58.963, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7391 MiB, 55.45 W, 240.00 W, 43
2023/03/04 08:38:59.964, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7391 MiB, 55.57 W, 240.00 W, 43
2023/03/04 08:39:00.966, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7391 MiB, 55.53 W, 240.00 W, 43
2023/03/04 08:39:01.967, NVIDIA GeForce RTX 3070, 48 %, 36 %, 8192 MiB, 7391 MiB, 78.20 W, 240.00 W, 48
2023/03/04 08:39:02.973, NVIDIA GeForce RTX 3070, 87 %, 76 %, 8192 MiB, 7391 MiB, 221.72 W, 240.00 W, 57
2023/03/04 08:39:03.977, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7391 MiB, 234.32 W, 240.00 W, 58
2023/03/04 08:39:04.979, NVIDIA GeForce RTX 3070, 89 %, 78 %, 8192 MiB, 7391 MiB, 231.83 W, 240.00 W, 58
2023/03/04 08:39:05.980, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7391 MiB, 235.77 W, 240.00 W, 59
2023/03/04 08:39:06.981, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7391 MiB, 235.76 W, 240.00 W, 59
2023/03/04 08:39:07.982, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7391 MiB, 235.35 W, 240.00 W, 60
