timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/04 13:04:15.920, NVIDIA GeForce RTX 3070, 0 %, 25 %, 8192 MiB, 7483 MiB, 23.82 W, 240.00 W, 41
2023/03/04 13:04:16.922, NVIDIA GeForce RTX 3070, 0 %, 44 %, 8192 MiB, 7483 MiB, 23.51 W, 240.00 W, 41
2023/03/04 13:04:17.924, NVIDIA GeForce RTX 3070, 0 %, 48 %, 8192 MiB, 7483 MiB, 23.53 W, 240.00 W, 41
2023/03/04 13:04:18.926, NVIDIA GeForce RTX 3070, 0 %, 63 %, 8192 MiB, 7483 MiB, 23.64 W, 240.00 W, 41
2023/03/04 13:04:19.928, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.30 W, 240.00 W, 43
2023/03/04 13:04:20.929, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.31 W, 240.00 W, 43
2023/03/04 13:04:21.930, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.39 W, 240.00 W, 43
2023/03/04 13:04:22.932, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.34 W, 240.00 W, 43
2023/03/04 13:04:23.933, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.23 W, 240.00 W, 43
2023/03/04 13:04:24.935, NVIDIA GeForce RTX 3070, 86 %, 75 %, 8192 MiB, 7483 MiB, 223.67 W, 240.00 W, 57
2023/03/04 13:04:25.936, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7483 MiB, 237.23 W, 240.00 W, 58
2023/03/04 13:04:26.937, NVIDIA GeForce RTX 3070, 88 %, 76 %, 8192 MiB, 7483 MiB, 240.52 W, 240.00 W, 59
2023/03/04 13:04:27.942, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 224.50 W, 240.00 W, 59
2023/03/04 13:04:28.943, NVIDIA GeForce RTX 3070, 88 %, 77 %, 8192 MiB, 7483 MiB, 243.53 W, 240.00 W, 60
2023/03/04 13:04:29.944, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 226.88 W, 240.00 W, 60
2023/03/04 13:04:30.945, NVIDIA GeForce RTX 3070, 89 %, 77 %, 8192 MiB, 7483 MiB, 231.29 W, 240.00 W, 60
2023/03/04 13:04:31.947, NVIDIA GeForce RTX 3070, 88 %, 76 %, 8192 MiB, 7483 MiB, 234.07 W, 240.00 W, 61
2023/03/04 13:04:32.948, NVIDIA GeForce RTX 3070, 87 %, 76 %, 8192 MiB, 7483 MiB, 231.74 W, 240.00 W, 61
2023/03/04 13:04:33.949, NVIDIA GeForce RTX 3070, 87 %, 76 %, 8192 MiB, 7483 MiB, 239.94 W, 240.00 W, 62
2023/03/04 13:04:34.951, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 231.26 W, 240.00 W, 62
2023/03/04 13:04:35.952, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 231.33 W, 240.00 W, 62
2023/03/04 13:04:36.953, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 229.21 W, 240.00 W, 62
2023/03/04 13:04:37.958, NVIDIA GeForce RTX 3070, 85 %, 73 %, 8192 MiB, 7483 MiB, 235.02 W, 240.00 W, 62
2023/03/04 13:04:38.960, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 231.82 W, 240.00 W, 63
2023/03/04 13:04:39.962, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 232.04 W, 240.00 W, 63
2023/03/04 13:04:40.963, NVIDIA GeForce RTX 3070, 88 %, 76 %, 8192 MiB, 7483 MiB, 231.60 W, 240.00 W, 63
2023/03/04 13:04:41.964, NVIDIA GeForce RTX 3070, 23 %, 21 %, 8192 MiB, 7483 MiB, 152.51 W, 240.00 W, 61
2023/03/04 13:04:42.965, NVIDIA GeForce RTX 3070, 94 %, 84 %, 8192 MiB, 7483 MiB, 233.50 W, 240.00 W, 64
2023/03/04 13:04:43.967, NVIDIA GeForce RTX 3070, 95 %, 85 %, 8192 MiB, 7483 MiB, 233.54 W, 240.00 W, 64
2023/03/04 13:04:44.968, NVIDIA GeForce RTX 3070, 95 %, 85 %, 8192 MiB, 7483 MiB, 235.83 W, 240.00 W, 64
2023/03/04 13:04:45.969, NVIDIA GeForce RTX 3070, 95 %, 85 %, 8192 MiB, 7483 MiB, 233.99 W, 240.00 W, 64
2023/03/04 13:04:46.970, NVIDIA GeForce RTX 3070, 95 %, 85 %, 8192 MiB, 7483 MiB, 240.70 W, 240.00 W, 65
2023/03/04 13:04:47.975, NVIDIA GeForce RTX 3070, 94 %, 84 %, 8192 MiB, 7483 MiB, 245.02 W, 240.00 W, 65
2023/03/04 13:04:48.978, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 224.99 W, 240.00 W, 64
2023/03/04 13:04:49.979, NVIDIA GeForce RTX 3070, 86 %, 75 %, 8192 MiB, 7483 MiB, 240.22 W, 240.00 W, 65
2023/03/04 13:04:50.980, NVIDIA GeForce RTX 3070, 86 %, 75 %, 8192 MiB, 7483 MiB, 240.87 W, 240.00 W, 65
2023/03/04 13:04:51.981, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 232.34 W, 240.00 W, 66
2023/03/04 13:04:52.983, NVIDIA GeForce RTX 3070, 84 %, 72 %, 8192 MiB, 7483 MiB, 229.24 W, 240.00 W, 66
2023/03/04 13:04:53.984, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 239.35 W, 240.00 W, 65
2023/03/04 13:04:54.985, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 243.77 W, 240.00 W, 66
2023/03/04 13:04:55.987, NVIDIA GeForce RTX 3070, 87 %, 76 %, 8192 MiB, 7483 MiB, 243.35 W, 240.00 W, 66
2023/03/04 13:04:56.988, NVIDIA GeForce RTX 3070, 87 %, 74 %, 8192 MiB, 7483 MiB, 231.00 W, 240.00 W, 66
2023/03/04 13:04:57.993, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 238.48 W, 240.00 W, 67
2023/03/04 13:04:58.995, NVIDIA GeForce RTX 3070, 87 %, 76 %, 8192 MiB, 7483 MiB, 244.38 W, 240.00 W, 67
2023/03/04 13:04:59.996, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 233.95 W, 240.00 W, 67
2023/03/04 13:05:00.997, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 231.06 W, 240.00 W, 67
2023/03/04 13:05:01.998, NVIDIA GeForce RTX 3070, 87 %, 76 %, 8192 MiB, 7483 MiB, 242.40 W, 240.00 W, 67
2023/03/04 13:05:02.999, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 238.40 W, 240.00 W, 66
2023/03/04 13:05:04.001, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 226.94 W, 240.00 W, 67
2023/03/04 13:05:05.002, NVIDIA GeForce RTX 3070, 86 %, 75 %, 8192 MiB, 7483 MiB, 234.66 W, 240.00 W, 67
2023/03/04 13:05:06.003, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 235.74 W, 240.00 W, 67
2023/03/04 13:05:07.004, NVIDIA GeForce RTX 3070, 94 %, 84 %, 8192 MiB, 7483 MiB, 239.29 W, 240.00 W, 67
2023/03/04 13:05:08.010, NVIDIA GeForce RTX 3070, 94 %, 84 %, 8192 MiB, 7483 MiB, 246.55 W, 240.00 W, 68
2023/03/04 13:05:09.011, NVIDIA GeForce RTX 3070, 94 %, 84 %, 8192 MiB, 7483 MiB, 242.91 W, 240.00 W, 68
2023/03/04 13:05:10.013, NVIDIA GeForce RTX 3070, 95 %, 85 %, 8192 MiB, 7483 MiB, 240.11 W, 240.00 W, 68
2023/03/04 13:05:11.014, NVIDIA GeForce RTX 3070, 94 %, 83 %, 8192 MiB, 7483 MiB, 235.74 W, 240.00 W, 68
2023/03/04 13:05:12.015, NVIDIA GeForce RTX 3070, 94 %, 84 %, 8192 MiB, 7483 MiB, 238.30 W, 240.00 W, 68
2023/03/04 13:05:13.016, NVIDIA GeForce RTX 3070, 95 %, 85 %, 8192 MiB, 7483 MiB, 238.54 W, 240.00 W, 68
2023/03/04 13:05:14.018, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 239.98 W, 240.00 W, 68
2023/03/04 13:05:15.019, NVIDIA GeForce RTX 3070, 89 %, 76 %, 8192 MiB, 7483 MiB, 234.64 W, 240.00 W, 68
2023/03/04 13:05:16.020, NVIDIA GeForce RTX 3070, 87 %, 74 %, 8192 MiB, 7483 MiB, 244.26 W, 240.00 W, 68
2023/03/04 13:05:17.021, NVIDIA GeForce RTX 3070, 86 %, 74 %, 8192 MiB, 7483 MiB, 234.44 W, 240.00 W, 68
2023/03/04 13:05:18.026, NVIDIA GeForce RTX 3070, 86 %, 73 %, 8192 MiB, 7483 MiB, 224.54 W, 240.00 W, 68
2023/03/04 13:05:19.028, NVIDIA GeForce RTX 3070, 87 %, 74 %, 8192 MiB, 7483 MiB, 232.76 W, 240.00 W, 69
2023/03/04 13:05:20.029, NVIDIA GeForce RTX 3070, 88 %, 76 %, 8192 MiB, 7483 MiB, 234.12 W, 240.00 W, 68
2023/03/04 13:05:21.030, NVIDIA GeForce RTX 3070, 87 %, 75 %, 8192 MiB, 7483 MiB, 242.55 W, 240.00 W, 68
