timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-09 03:50:24.716,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.07 W,350.00 W,29
2022-12-09 03:50:25.718,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.02 W,350.00 W,29
2022-12-09 03:50:26.719,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.21 W,350.00 W,29
2022-12-09 03:50:27.721,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.02 W,350.00 W,29
2022-12-09 03:50:28.722,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,44.40 W,350.00 W,31
2022-12-09 03:50:29.724,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.23 W,350.00 W,31
2022-12-09 03:50:30.725,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.29 W,350.00 W,32
2022-12-09 03:50:31.727,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.55 W,350.00 W,32
2022-12-09 03:50:32.728,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.62 W,350.00 W,32
2022-12-09 03:50:33.729,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.65 W,350.00 W,32
2022-12-09 03:50:34.731,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.78 W,350.00 W,33
2022-12-09 03:50:35.732,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.76 W,350.00 W,33
2022-12-09 03:50:36.734,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.81 W,350.00 W,33
2022-12-09 03:50:37.735,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.93 W,350.00 W,33
2022-12-09 03:50:38.736,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.76 W,350.00 W,33
2022-12-09 03:50:39.738,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.71 W,350.00 W,33
2022-12-09 03:50:40.739,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.81 W,350.00 W,34
2022-12-09 03:50:41.740,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.84 W,350.00 W,34
2022-12-09 03:50:42.742,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.05 W,350.00 W,34
2022-12-09 03:50:43.743,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.01 W,350.00 W,34
2022-12-09 03:50:44.745,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.17 W,350.00 W,34
2022-12-09 03:50:45.746,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.17 W,350.00 W,34
2022-12-09 03:50:46.748,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.16 W,350.00 W,34
2022-12-09 03:50:47.749,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.17 W,350.00 W,34
2022-12-09 03:50:48.751,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.28 W,350.00 W,35
2022-12-09 03:50:49.752,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,121.95 W,350.00 W,36
2022-12-09 03:50:50.754,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,135.31 W,350.00 W,36
2022-12-09 03:50:51.755,NVIDIA GeForce RTX 3090,27 %,9 %,24268 MiB,23656 MiB,134.87 W,350.00 W,36
2022-12-09 03:50:52.757,NVIDIA GeForce RTX 3090,31 %,10 %,24268 MiB,23656 MiB,135.85 W,350.00 W,36
2022-12-09 03:50:53.759,NVIDIA GeForce RTX 3090,29 %,9 %,24268 MiB,23656 MiB,135.42 W,350.00 W,37
2022-12-09 03:50:54.760,NVIDIA GeForce RTX 3090,29 %,9 %,24268 MiB,23656 MiB,136.34 W,350.00 W,37
2022-12-09 03:50:55.762,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,136.42 W,350.00 W,37
2022-12-09 03:50:56.764,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,136.82 W,350.00 W,37
2022-12-09 03:50:57.765,NVIDIA GeForce RTX 3090,27 %,9 %,24268 MiB,23656 MiB,135.49 W,350.00 W,37
2022-12-09 03:50:58.771,NVIDIA GeForce RTX 3090,28 %,9 %,24268 MiB,23656 MiB,135.90 W,350.00 W,37
2022-12-09 03:50:59.773,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,136.31 W,350.00 W,38
2022-12-09 03:51:00.774,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,136.64 W,350.00 W,38
2022-12-09 03:51:01.776,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,136.32 W,350.00 W,38
