timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-09 02:46:31.180,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.22 W,350.00 W,29
2022-12-09 02:46:32.182,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.52 W,350.00 W,29
2022-12-09 02:46:33.183,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.31 W,350.00 W,29
2022-12-09 02:46:34.184,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,21.32 W,350.00 W,29
2022-12-09 02:46:35.186,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,45.76 W,350.00 W,31
2022-12-09 02:46:36.187,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.03 W,350.00 W,31
2022-12-09 02:46:37.188,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.15 W,350.00 W,32
2022-12-09 02:46:38.189,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.18 W,350.00 W,32
2022-12-09 02:46:39.190,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.43 W,350.00 W,32
2022-12-09 02:46:40.192,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.64 W,350.00 W,33
2022-12-09 02:46:41.193,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.68 W,350.00 W,33
2022-12-09 02:46:42.194,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.65 W,350.00 W,33
2022-12-09 02:46:43.196,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.65 W,350.00 W,33
2022-12-09 02:46:44.197,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.77 W,350.00 W,33
2022-12-09 02:46:45.198,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,104.95 W,350.00 W,33
2022-12-09 02:46:46.199,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.01 W,350.00 W,33
2022-12-09 02:46:47.201,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.10 W,350.00 W,34
2022-12-09 02:46:48.202,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.18 W,350.00 W,34
2022-12-09 02:46:49.203,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.09 W,350.00 W,34
2022-12-09 02:46:50.205,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.10 W,350.00 W,34
2022-12-09 02:46:51.206,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.15 W,350.00 W,34
2022-12-09 02:46:52.208,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.24 W,350.00 W,34
2022-12-09 02:46:53.209,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.16 W,350.00 W,34
2022-12-09 02:46:54.210,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.35 W,350.00 W,34
2022-12-09 02:46:55.212,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23656 MiB,105.36 W,350.00 W,35
2022-12-09 02:46:56.213,NVIDIA GeForce RTX 3090,29 %,9 %,24268 MiB,23656 MiB,122.29 W,350.00 W,35
2022-12-09 02:46:57.215,NVIDIA GeForce RTX 3090,28 %,9 %,24268 MiB,23656 MiB,135.18 W,350.00 W,36
2022-12-09 02:46:58.216,NVIDIA GeForce RTX 3090,26 %,8 %,24268 MiB,23656 MiB,135.43 W,350.00 W,36
2022-12-09 02:46:59.217,NVIDIA GeForce RTX 3090,29 %,9 %,24268 MiB,23656 MiB,135.58 W,350.00 W,36
2022-12-09 02:47:00.219,NVIDIA GeForce RTX 3090,29 %,9 %,24268 MiB,23656 MiB,136.69 W,350.00 W,36
2022-12-09 02:47:01.220,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,136.77 W,350.00 W,37
2022-12-09 02:47:02.222,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,136.66 W,350.00 W,37
2022-12-09 02:47:03.223,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,137.40 W,350.00 W,37
2022-12-09 02:47:04.225,NVIDIA GeForce RTX 3090,32 %,10 %,24268 MiB,23656 MiB,137.41 W,350.00 W,37
2022-12-09 02:47:05.226,NVIDIA GeForce RTX 3090,27 %,9 %,24268 MiB,23656 MiB,136.12 W,350.00 W,37
2022-12-09 02:47:06.227,NVIDIA GeForce RTX 3090,29 %,9 %,24268 MiB,23656 MiB,137.58 W,350.00 W,37
2022-12-09 02:47:07.229,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,137.38 W,350.00 W,38
2022-12-09 02:47:08.231,NVIDIA GeForce RTX 3090,26 %,8 %,24268 MiB,23656 MiB,136.40 W,350.00 W,38
2022-12-09 02:47:09.232,NVIDIA GeForce RTX 3090,28 %,9 %,24268 MiB,23656 MiB,137.21 W,350.00 W,38
2022-12-09 02:47:10.234,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,137.95 W,350.00 W,38
2022-12-09 02:47:11.235,NVIDIA GeForce RTX 3090,30 %,10 %,24268 MiB,23656 MiB,138.10 W,350.00 W,38
2022-12-09 02:47:12.237,NVIDIA GeForce RTX 3090,29 %,9 %,24268 MiB,23656 MiB,137.40 W,350.00 W,39
2022-12-09 02:47:13.238,NVIDIA GeForce RTX 3090,28 %,9 %,24268 MiB,23656 MiB,137.57 W,350.00 W,39
