timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-06 09:26:23.905,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.57 W,350.00 W,31
2022-12-06 09:26:24.908,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.61 W,350.00 W,31
2022-12-06 09:26:25.910,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.61 W,350.00 W,31
2022-12-06 09:26:26.913,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.67 W,350.00 W,31
2022-12-06 09:26:27.915,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,56.31 W,350.00 W,33
2022-12-06 09:26:28.917,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,104.87 W,350.00 W,33
2022-12-06 09:26:29.921,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.15 W,350.00 W,34
2022-12-06 09:26:30.922,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.24 W,350.00 W,34
2022-12-06 09:26:31.923,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.50 W,350.00 W,34
2022-12-06 09:26:32.925,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.86 W,350.00 W,34
2022-12-06 09:26:33.926,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.75 W,350.00 W,34
2022-12-06 09:26:34.927,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.90 W,350.00 W,34
2022-12-06 09:26:35.929,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.97 W,350.00 W,35
2022-12-06 09:26:36.931,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.83 W,350.00 W,35
2022-12-06 09:26:37.931,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.02 W,350.00 W,35
2022-12-06 09:26:38.932,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.33 W,350.00 W,35
2022-12-06 09:26:39.933,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.07 W,350.00 W,35
2022-12-06 09:26:40.933,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.17 W,350.00 W,36
2022-12-06 09:26:41.934,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.42 W,350.00 W,36
2022-12-06 09:26:42.935,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.53 W,350.00 W,36
2022-12-06 09:26:43.936,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.63 W,350.00 W,36
2022-12-06 09:26:44.937,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.68 W,350.00 W,36
2022-12-06 09:26:45.938,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.71 W,350.00 W,37
2022-12-06 09:26:46.938,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.73 W,350.00 W,37
2022-12-06 09:26:47.939,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.04 W,350.00 W,37
2022-12-06 09:26:48.940,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.14 W,350.00 W,37
2022-12-06 09:26:49.941,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.12 W,350.00 W,37
2022-12-06 09:26:50.941,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.15 W,350.00 W,37
2022-12-06 09:26:51.942,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.19 W,350.00 W,37
2022-12-06 09:26:52.943,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.29 W,350.00 W,38
2022-12-06 09:26:53.944,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.34 W,350.00 W,38
2022-12-06 09:26:54.945,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.45 W,350.00 W,38
2022-12-06 09:26:55.946,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.51 W,350.00 W,38
2022-12-06 09:26:56.946,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.67 W,350.00 W,38
2022-12-06 09:26:57.947,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.51 W,350.00 W,38
2022-12-06 09:26:58.948,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.56 W,350.00 W,39
2022-12-06 09:26:59.949,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.58 W,350.00 W,39
2022-12-06 09:27:00.950,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,107.79 W,350.00 W,39
