timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/06 01:36:29.089, NVIDIA GeForce RTX 3070, 0 %, 62 %, 8192 MiB, 7483 MiB, 22.97 W, 240.00 W, 41
2023/03/06 01:36:30.091, NVIDIA GeForce RTX 3070, 0 %, 66 %, 8192 MiB, 7483 MiB, 23.13 W, 240.00 W, 41
2023/03/06 01:36:31.093, NVIDIA GeForce RTX 3070, 0 %, 70 %, 8192 MiB, 7483 MiB, 22.78 W, 240.00 W, 41
2023/03/06 01:36:32.095, NVIDIA GeForce RTX 3070, 0 %, 71 %, 8192 MiB, 7483 MiB, 22.78 W, 240.00 W, 41
2023/03/06 01:36:33.097, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.15 W, 240.00 W, 43
2023/03/06 01:36:34.099, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.03 W, 240.00 W, 43
2023/03/06 01:36:35.100, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.04 W, 240.00 W, 43
2023/03/06 01:36:36.101, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.24 W, 240.00 W, 43
2023/03/06 01:36:37.102, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.33 W, 240.00 W, 43
2023/03/06 01:36:38.103, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.22 W, 240.00 W, 43
2023/03/06 01:36:39.105, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.17 W, 240.00 W, 44
2023/03/06 01:36:40.106, NVIDIA GeForce RTX 3070, 0 %, 0 %, 8192 MiB, 7483 MiB, 55.16 W, 240.00 W, 44
2023/03/06 01:36:41.108, NVIDIA GeForce RTX 3070, 77 %, 54 %, 8192 MiB, 7483 MiB, 157.79 W, 240.00 W, 52
2023/03/06 01:36:42.109, NVIDIA GeForce RTX 3070, 74 %, 53 %, 8192 MiB, 7483 MiB, 150.77 W, 240.00 W, 52
2023/03/06 01:36:43.110, NVIDIA GeForce RTX 3070, 76 %, 53 %, 8192 MiB, 7483 MiB, 154.23 W, 240.00 W, 53
2023/03/06 01:36:44.115, NVIDIA GeForce RTX 3070, 76 %, 54 %, 8192 MiB, 7483 MiB, 153.75 W, 240.00 W, 53
2023/03/06 01:36:45.116, NVIDIA GeForce RTX 3070, 73 %, 52 %, 8192 MiB, 7483 MiB, 151.64 W, 240.00 W, 54
2023/03/06 01:36:46.117, NVIDIA GeForce RTX 3070, 75 %, 53 %, 8192 MiB, 7483 MiB, 152.35 W, 240.00 W, 54
2023/03/06 01:36:47.118, NVIDIA GeForce RTX 3070, 77 %, 55 %, 8192 MiB, 7483 MiB, 157.30 W, 240.00 W, 55
2023/03/06 01:36:48.120, NVIDIA GeForce RTX 3070, 77 %, 55 %, 8192 MiB, 7483 MiB, 156.49 W, 240.00 W, 55
2023/03/06 01:36:49.121, NVIDIA GeForce RTX 3070, 76 %, 54 %, 8192 MiB, 7483 MiB, 159.07 W, 240.00 W, 55
2023/03/06 01:36:50.122, NVIDIA GeForce RTX 3070, 75 %, 53 %, 8192 MiB, 7483 MiB, 157.38 W, 240.00 W, 55
2023/03/06 01:36:51.123, NVIDIA GeForce RTX 3070, 74 %, 52 %, 8192 MiB, 7483 MiB, 154.63 W, 240.00 W, 55
2023/03/06 01:36:52.124, NVIDIA GeForce RTX 3070, 78 %, 55 %, 8192 MiB, 7483 MiB, 159.33 W, 240.00 W, 56
2023/03/06 01:36:53.126, NVIDIA GeForce RTX 3070, 74 %, 52 %, 8192 MiB, 7483 MiB, 156.30 W, 240.00 W, 56
2023/03/06 01:36:54.127, NVIDIA GeForce RTX 3070, 73 %, 52 %, 8192 MiB, 7483 MiB, 153.27 W, 240.00 W, 56
