timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], power.draw [W], power.max_limit [W], temperature.gpu
2023/03/05 19:49:56.648, NVIDIA GeForce RTX 3070, 12 %, 19 %, 8192 MiB, 7667 MiB, 31.55 W, 240.00 W, 42
2023/03/05 19:49:57.653, NVIDIA GeForce RTX 3070, 12 %, 19 %, 8192 MiB, 7667 MiB, 31.46 W, 240.00 W, 42
2023/03/05 19:49:58.655, NVIDIA GeForce RTX 3070, 12 %, 19 %, 8192 MiB, 7667 MiB, 31.45 W, 240.00 W, 42
2023/03/05 19:49:59.656, NVIDIA GeForce RTX 3070, 13 %, 19 %, 8192 MiB, 7667 MiB, 31.48 W, 240.00 W, 42
2023/03/05 19:50:00.658, NVIDIA GeForce RTX 3070, 2 %, 1 %, 8192 MiB, 7659 MiB, 57.35 W, 240.00 W, 44
2023/03/05 19:50:01.659, NVIDIA GeForce RTX 3070, 1 %, 1 %, 8192 MiB, 7659 MiB, 57.05 W, 240.00 W, 44
2023/03/05 19:50:02.660, NVIDIA GeForce RTX 3070, 0 %, 1 %, 8192 MiB, 7659 MiB, 57.11 W, 240.00 W, 44
2023/03/05 19:50:03.661, NVIDIA GeForce RTX 3070, 1 %, 1 %, 8192 MiB, 7659 MiB, 57.26 W, 240.00 W, 44
2023/03/05 19:50:04.666, NVIDIA GeForce RTX 3070, 1 %, 1 %, 8192 MiB, 7659 MiB, 57.32 W, 240.00 W, 45
2023/03/05 19:50:05.667, NVIDIA GeForce RTX 3070, 0 %, 1 %, 8192 MiB, 7659 MiB, 57.19 W, 240.00 W, 45
2023/03/05 19:50:06.668, NVIDIA GeForce RTX 3070, 1 %, 1 %, 8192 MiB, 7659 MiB, 57.41 W, 240.00 W, 45
2023/03/05 19:50:07.669, NVIDIA GeForce RTX 3070, 1 %, 1 %, 8192 MiB, 7659 MiB, 57.42 W, 240.00 W, 46
2023/03/05 19:50:08.671, NVIDIA GeForce RTX 3070, 79 %, 55 %, 8192 MiB, 7665 MiB, 155.94 W, 240.00 W, 53
2023/03/05 19:50:09.672, NVIDIA GeForce RTX 3070, 79 %, 56 %, 8192 MiB, 7665 MiB, 158.11 W, 240.00 W, 54
2023/03/05 19:50:10.673, NVIDIA GeForce RTX 3070, 78 %, 55 %, 8192 MiB, 7665 MiB, 155.07 W, 240.00 W, 54
2023/03/05 19:50:11.674, NVIDIA GeForce RTX 3070, 76 %, 53 %, 8192 MiB, 7665 MiB, 155.59 W, 240.00 W, 55
2023/03/05 19:50:12.676, NVIDIA GeForce RTX 3070, 78 %, 54 %, 8192 MiB, 7665 MiB, 157.76 W, 240.00 W, 55
