timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-07 02:44:44.352,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.65 W,350.00 W,31
2022-12-07 02:44:45.354,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.79 W,350.00 W,31
2022-12-07 02:44:46.356,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.53 W,350.00 W,31
2022-12-07 02:44:47.358,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,74.17 W,350.00 W,33
2022-12-07 02:44:48.359,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.64 W,350.00 W,34
2022-12-07 02:44:49.360,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.57 W,350.00 W,34
2022-12-07 02:44:50.361,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.59 W,350.00 W,34
2022-12-07 02:44:51.362,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.76 W,350.00 W,35
2022-12-07 02:44:52.363,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.82 W,350.00 W,35
2022-12-07 02:44:53.364,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.98 W,350.00 W,35
2022-12-07 02:44:54.365,NVIDIA GeForce RTX 3090,5 %,2 %,24268 MiB,23657 MiB,115.86 W,350.00 W,37
2022-12-07 02:44:55.366,NVIDIA GeForce RTX 3090,52 %,25 %,24268 MiB,23657 MiB,247.97 W,350.00 W,40
2022-12-07 02:44:56.368,NVIDIA GeForce RTX 3090,52 %,26 %,24268 MiB,23657 MiB,253.51 W,350.00 W,40
2022-12-07 02:44:57.369,NVIDIA GeForce RTX 3090,52 %,25 %,24268 MiB,23657 MiB,252.87 W,350.00 W,41
2022-12-07 02:44:58.370,NVIDIA GeForce RTX 3090,53 %,26 %,24268 MiB,23657 MiB,254.50 W,350.00 W,42
2022-12-07 02:44:59.371,NVIDIA GeForce RTX 3090,49 %,23 %,24268 MiB,23657 MiB,249.91 W,350.00 W,42
