timestamp,gpu_name,gpu_usage,gpu_memory_usage,gpu_total_memory,gpu_memory_used,gpu_power_draw,gpu_max_power,gpu_temperature
2022-12-07 13:42:12.973,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.55 W,350.00 W,31
2022-12-07 13:42:13.975,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.19 W,350.00 W,31
2022-12-07 13:42:14.976,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.64 W,350.00 W,31
2022-12-07 13:42:15.977,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,10.46 W,350.00 W,31
2022-12-07 13:42:16.978,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,52.70 W,350.00 W,33
2022-12-07 13:42:17.979,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.20 W,350.00 W,34
2022-12-07 13:42:18.980,NVIDIA GeForce RTX 3090,3 %,0 %,24268 MiB,23657 MiB,105.26 W,350.00 W,34
2022-12-07 13:42:19.981,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.38 W,350.00 W,34
2022-12-07 13:42:20.982,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.49 W,350.00 W,34
2022-12-07 13:42:21.983,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.53 W,350.00 W,35
2022-12-07 13:42:22.983,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.47 W,350.00 W,35
2022-12-07 13:42:23.984,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,105.75 W,350.00 W,35
2022-12-07 13:42:24.985,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,106.03 W,350.00 W,35
2022-12-07 13:42:25.986,NVIDIA GeForce RTX 3090,59 %,26 %,24268 MiB,23657 MiB,123.10 W,350.00 W,37
2022-12-07 13:42:26.994,NVIDIA GeForce RTX 3090,49 %,24 %,24268 MiB,23657 MiB,247.38 W,350.00 W,40
2022-12-07 13:42:27.995,NVIDIA GeForce RTX 3090,52 %,25 %,24268 MiB,23657 MiB,253.16 W,350.00 W,41
2022-12-07 13:42:28.996,NVIDIA GeForce RTX 3090,51 %,25 %,24268 MiB,23657 MiB,252.31 W,350.00 W,41
2022-12-07 13:42:29.997,NVIDIA GeForce RTX 3090,53 %,26 %,24268 MiB,23657 MiB,254.26 W,350.00 W,42
2022-12-07 13:42:30.998,NVIDIA GeForce RTX 3090,49 %,24 %,24268 MiB,23657 MiB,250.78 W,350.00 W,42
2022-12-07 13:42:31.999,NVIDIA GeForce RTX 3090,51 %,25 %,24268 MiB,23657 MiB,252.85 W,350.00 W,43
2022-12-07 13:42:33.000,NVIDIA GeForce RTX 3090,50 %,24 %,24268 MiB,23657 MiB,253.20 W,350.00 W,43
2022-12-07 13:42:34.001,NVIDIA GeForce RTX 3090,52 %,25 %,24268 MiB,23657 MiB,253.28 W,350.00 W,44
2022-12-07 13:42:35.002,NVIDIA GeForce RTX 3090,50 %,24 %,24268 MiB,23657 MiB,253.60 W,350.00 W,45
2022-12-07 13:42:36.004,NVIDIA GeForce RTX 3090,50 %,24 %,24268 MiB,23657 MiB,251.95 W,350.00 W,45
2022-12-07 13:42:37.004,NVIDIA GeForce RTX 3090,49 %,24 %,24268 MiB,23657 MiB,254.53 W,350.00 W,45
2022-12-07 13:42:38.006,NVIDIA GeForce RTX 3090,50 %,24 %,24268 MiB,23657 MiB,252.44 W,350.00 W,46
2022-12-07 13:42:39.007,NVIDIA GeForce RTX 3090,47 %,22 %,24268 MiB,23657 MiB,252.85 W,350.00 W,47
2022-12-07 13:42:40.008,NVIDIA GeForce RTX 3090,0 %,0 %,24268 MiB,23657 MiB,143.01 W,350.00 W,43
2022-12-07 13:42:41.009,NVIDIA GeForce RTX 3090,22 %,10 %,24268 MiB,23657 MiB,160.54 W,350.00 W,44
2022-12-07 13:42:42.010,NVIDIA GeForce RTX 3090,22 %,10 %,24268 MiB,23657 MiB,143.61 W,350.00 W,44
2022-12-07 13:42:43.011,NVIDIA GeForce RTX 3090,23 %,10 %,24268 MiB,23657 MiB,142.22 W,350.00 W,44
2022-12-07 13:42:44.012,NVIDIA GeForce RTX 3090,19 %,8 %,24268 MiB,23657 MiB,140.92 W,350.00 W,44
2022-12-07 13:42:45.013,NVIDIA GeForce RTX 3090,19 %,8 %,24268 MiB,23657 MiB,141.00 W,350.00 W,44
2022-12-07 13:42:46.014,NVIDIA GeForce RTX 3090,21 %,9 %,24268 MiB,23657 MiB,139.62 W,350.00 W,44
2022-12-07 13:42:47.016,NVIDIA GeForce RTX 3090,24 %,10 %,24268 MiB,23657 MiB,142.55 W,350.00 W,44
2022-12-07 13:42:48.017,NVIDIA GeForce RTX 3090,24 %,10 %,24268 MiB,23657 MiB,142.63 W,350.00 W,45
2022-12-07 13:42:49.018,NVIDIA GeForce RTX 3090,24 %,10 %,24268 MiB,23657 MiB,142.77 W,350.00 W,45
2022-12-07 13:42:50.019,NVIDIA GeForce RTX 3090,24 %,11 %,24268 MiB,23657 MiB,145.65 W,350.00 W,45
2022-12-07 13:42:51.020,NVIDIA GeForce RTX 3090,24 %,10 %,24268 MiB,23657 MiB,144.30 W,350.00 W,45
2022-12-07 13:42:52.021,NVIDIA GeForce RTX 3090,21 %,9 %,24268 MiB,23657 MiB,142.88 W,350.00 W,45
2022-12-07 13:42:53.022,NVIDIA GeForce RTX 3090,19 %,8 %,24268 MiB,23657 MiB,144.57 W,350.00 W,45
2022-12-07 13:42:54.023,NVIDIA GeForce RTX 3090,24 %,11 %,24268 MiB,23657 MiB,145.93 W,350.00 W,46
2022-12-07 13:42:55.024,NVIDIA GeForce RTX 3090,51 %,25 %,24268 MiB,23657 MiB,166.74 W,350.00 W,48
2022-12-07 13:42:56.026,NVIDIA GeForce RTX 3090,52 %,25 %,24268 MiB,23657 MiB,258.29 W,350.00 W,50
2022-12-07 13:42:57.027,NVIDIA GeForce RTX 3090,48 %,23 %,24268 MiB,23657 MiB,257.17 W,350.00 W,50
